player,salary,adj_salary,year-start,year-end
Patrick Ewing,"$4,250,000","$8,434,466",1990,1991
Hot Rod Williams,"$3,785,000","$7,511,636",1990,1991
Hakeem Olajuwon,"$3,175,000","$6,301,042",1990,1991
Charles Barkley,"$2,900,000","$5,755,283",1990,1991
Chris Mullin,"$2,850,000","$5,656,054",1990,1991
Isiah Thomas,"$2,720,000","$5,398,058",1990,1991
Danny Ferry,"$2,640,000","$5,239,292",1990,1991
Robert Parish,"$2,500,000","$4,961,451",1990,1991
Michael Jordan,"$2,500,000","$4,961,451",1990,1991
Moses Malone,"$2,406,000","$4,774,900",1990,1991
Magic Johnson,"$2,400,000","$4,762,993",1990,1991
Wayman Tisdale,"$2,330,000","$4,624,072",1990,1991
Pervis Ellison,"$2,300,000","$4,564,535",1990,1991
David Robinson,"$2,265,000","$4,495,074",1990,1991
Karl Malone,"$2,260,000","$4,485,151",1990,1991
Ralph Sampson,"$2,250,000","$4,465,306",1990,1991
Danny Manning,"$2,200,000","$4,366,076",1990,1991
Blair Rasmussen,"$2,185,000","$4,336,308",1990,1991
Chuck Person,"$2,150,000","$4,266,847",1990,1991
Derrick Coleman,"$2,100,000","$4,167,618",1990,1991
Dominique Wilkins,"$2,065,000","$4,098,158",1990,1991
Tom Chambers,"$2,060,000","$4,088,235",1990,1991
Sam Bowie,"$2,000,000","$3,969,160",1990,1991
LaSalle Thompson,"$2,000,000","$3,969,160",1990,1991
Willie Burton,"$2,000,000","$3,969,160",1990,1991
Terry Porter,"$2,000,000","$3,969,160",1990,1991
John Stockton,"$2,000,000","$3,969,160",1990,1991
Mark Eaton,"$2,000,000","$3,969,160",1990,1991
Sam Perkins,"$1,970,000","$3,909,623",1990,1991
Terry Cummings,"$1,860,000","$3,691,319",1990,1991
Sean Elliott,"$1,800,000","$3,572,244",1990,1991
Mark Jackson,"$1,785,000","$3,542,476",1990,1991
Otis Thorpe,"$1,760,000","$3,492,861",1990,1991
A.C. Green,"$1,750,000","$3,473,015",1990,1991
Benoit Benjamin,"$1,750,000","$3,473,015",1990,1991
Kevin Johnson,"$1,750,000","$3,473,015",1990,1991
Kevin Duckworth,"$1,710,000","$3,393,632",1990,1991
Alton Lister,"$1,700,000","$3,373,786",1990,1991
Gary Payton,"$1,685,000","$3,344,018",1990,1991
Mahmoud Abdul-Rauf,"$1,660,000","$3,294,403",1990,1991
Mike Gminski,"$1,650,000","$3,274,557",1990,1991
Rolando Blackman,"$1,650,000","$3,274,557",1990,1991
James Worthy,"$1,600,000","$3,175,328",1990,1991
Alec Kessler,"$1,600,000","$3,175,328",1990,1991
Jack Sikma,"$1,600,000","$3,175,328",1990,1991
Bernard King,"$1,600,000","$3,175,328",1990,1991
Dennis Scott,"$1,560,000","$3,095,945",1990,1991
Jon Koncak,"$1,550,000","$3,076,099",1990,1991
Glen Rice,"$1,550,000","$3,076,099",1990,1991
Buck Williams,"$1,550,000","$3,076,099",1990,1991
Derek Harper,"$1,519,000","$3,014,577",1990,1991
Fat Lever,"$1,519,000","$3,014,577",1990,1991
Bill Laimbeer,"$1,510,000","$2,996,716",1990,1991
Larry Bird,"$1,500,000","$2,976,870",1990,1991
Kendall Gill,"$1,500,000","$2,976,870",1990,1991
Alex English,"$1,500,000","$2,976,870",1990,1991
Danny Schayes,"$1,500,000","$2,976,870",1990,1991
Johnny Dawkins,"$1,500,000","$2,976,870",1990,1991
Kevin McHale,"$1,400,000","$2,778,412",1990,1991
Mark Price,"$1,400,000","$2,778,412",1990,1991
Vinnie Johnson,"$1,400,000","$2,778,412",1990,1991
Sleepy Floyd,"$1,400,000","$2,778,412",1990,1991
Xavier McDaniel,"$1,400,000","$2,778,412",1990,1991
Greg Anderson,"$1,365,000","$2,708,952",1990,1991
Ron Harper,"$1,365,000","$2,708,952",1990,1991
Rik Smits,"$1,350,000","$2,679,183",1990,1991
Rick Mahorn,"$1,330,000","$2,639,491",1990,1991
Brad Daugherty,"$1,320,000","$2,619,646",1990,1991
Manute Bol,"$1,300,000","$2,579,954",1990,1991
Brad Lohaus,"$1,275,000","$2,530,340",1990,1991
Sarunas Marciulionis,"$1,270,000","$2,520,417",1990,1991
Larry Nance,"$1,260,000","$2,500,571",1990,1991
Roy Hinson,"$1,250,000","$2,480,725",1990,1991
J.R. Reid,"$1,250,000","$2,480,725",1990,1991
Dale Ellis,"$1,250,000","$2,480,725",1990,1991
Jim Petersen,"$1,235,000","$2,450,956",1990,1991
Brian Shaw,"$1,212,000","$2,405,311",1990,1991
Drazen Petrovic,"$1,200,000","$2,381,496",1990,1991
Johnny Newman,"$1,200,000","$2,381,496",1990,1991
Tony Campbell,"$1,200,000","$2,381,496",1990,1991
Armen Gilliam,"$1,200,000","$2,381,496",1990,1991
Clyde Drexler,"$1,180,000","$2,341,804",1990,1991
Detlef Schrempf,"$1,160,000","$2,302,113",1990,1991
Randy Breuer,"$1,150,000","$2,282,267",1990,1991
Mark Aguirre,"$1,115,000","$2,212,807",1990,1991
Bill Cartwright,"$1,100,000","$2,183,038",1990,1991
Byron Scott,"$1,100,000","$2,183,038",1990,1991
Ricky Pierce,"$1,100,000","$2,183,038",1990,1991
Jeff Hornacek,"$1,100,000","$2,183,038",1990,1991
Wayne Cooper,"$1,100,000","$2,183,038",1990,1991
Terry Catledge,"$1,085,000","$2,153,269",1990,1991
Felton Spencer,"$1,070,000","$2,123,501",1990,1991
Ken Norman,"$1,050,000","$2,083,809",1990,1991
Charles Oakley,"$1,050,000","$2,083,809",1990,1991
Joe Dumars,"$1,035,000","$2,054,040",1990,1991
Kiki Vandeweghe,"$1,025,000","$2,034,194",1990,1991
Kelly Tripucka,"$1,000,000","$1,984,580",1990,1991
Horace Grant,"$1,000,000","$1,984,580",1990,1991
Stacey King,"$1,000,000","$1,984,580",1990,1991
Herb Williams,"$1,000,000","$1,984,580",1990,1991
Tyrone Hill,"$1,000,000","$1,984,580",1990,1991
Charles Smith,"$1,000,000","$1,984,580",1990,1991
Maurice Cheeks,"$1,000,000","$1,984,580",1990,1991
Eddie Johnson,"$1,000,000","$1,984,580",1990,1991
Hersey Hawkins,"$1,000,000","$1,984,580",1990,1991
Thurl Bailey,"$1,000,000","$1,984,580",1990,1991
John Williams,"$1,000,000","$1,984,580",1990,1991
Joe Wolf,"$990,000","$1,964,734",1990,1991
Rodney McCray,"$985,000","$1,954,811",1990,1991
Sam Vincent,"$980,000","$1,944,888",1990,1991
Derrick McKey,"$962,000","$1,909,166",1990,1991
Chris Dudley,"$950,000","$1,885,351",1990,1991
Bo Kimble,"$950,000","$1,885,351",1990,1991
George McCloud,"$940,000","$1,865,505",1990,1991
James Edwards,"$935,000","$1,855,582",1990,1991
Lionel Simmons,"$930,000","$1,845,659",1990,1991
Craig Ehlo,"$925,000","$1,835,736",1990,1991
Dennis Hopson,"$915,000","$1,815,891",1990,1991
Jeff Malone,"$915,000","$1,815,891",1990,1991
Michael Cage,"$910,000","$1,805,968",1990,1991
Frank Brickowski,"$905,000","$1,796,045",1990,1991
Dell Curry,"$900,000","$1,786,122",1990,1991
Lester Conner,"$900,000","$1,786,122",1990,1991
Kurt Rambis,"$900,000","$1,786,122",1990,1991
Walter Davis,"$900,000","$1,786,122",1990,1991
Paul Pressey,"$900,000","$1,786,122",1990,1991
Doc Rivers,"$895,000","$1,776,199",1990,1991
James Donaldson,"$880,000","$1,746,430",1990,1991
Dennis Rodman,"$880,000","$1,746,430",1990,1991
Kenny Walker,"$875,000","$1,736,507",1990,1991
Mark West,"$875,000","$1,736,507",1990,1991
Alvin Robertson,"$870,000","$1,726,584",1990,1991
Joe Kleine,"$850,000","$1,686,893",1990,1991
William Bedford,"$850,000","$1,686,893",1990,1991
Mitch Richmond,"$850,000","$1,686,893",1990,1991
Darrell Griffith,"$850,000","$1,686,893",1990,1991
Sidney Green,"$837,000","$1,661,093",1990,1991
Trent Tucker,"$835,000","$1,657,124",1990,1991
Tyrone Corbin,"$830,000","$1,647,201",1990,1991
Michael Adams,"$825,000","$1,637,278",1990,1991
Loy Vaught,"$825,000","$1,637,278",1990,1991
Muggsy Bogues,"$805,000","$1,597,587",1990,1991
Orlando Woolridge,"$805,000","$1,597,587",1990,1991
Rumeal Robinson,"$800,000","$1,587,664",1990,1991
Tree Rollins,"$800,000","$1,587,664",1990,1991
Larry Smith,"$800,000","$1,587,664",1990,1991
Travis Mays,"$800,000","$1,587,664",1990,1991
Tom Hammonds,"$800,000","$1,587,664",1990,1991
Tim McCormick,"$775,000","$1,538,049",1990,1991
Vlade Divac,"$770,000","$1,528,126",1990,1991
Reggie Theus,"$765,000","$1,518,204",1990,1991
Scottie Pippen,"$765,000","$1,518,204",1990,1991
Roy Tarpley,"$765,000","$1,518,204",1990,1991
Mike Sanders,"$760,000","$1,508,281",1990,1991
Rony Seikaly,"$755,000","$1,498,358",1990,1991
Ed Pinckney,"$750,000","$1,488,435",1990,1991
Chris Morris,"$750,000","$1,488,435",1990,1991
Cliff Levingston,"$750,000","$1,488,435",1990,1991
David Wingate,"$750,000","$1,488,435",1990,1991
Randy White,"$730,000","$1,448,743",1990,1991
Gerald Wilkins,"$725,000","$1,438,820",1990,1991
Nick Anderson,"$725,000","$1,438,820",1990,1991
Danny Ainge,"$725,000","$1,438,820",1990,1991
Willie Anderson,"$725,000","$1,438,820",1990,1991
Kenny Smith,"$700,000","$1,389,206",1990,1991
Bill Wennington,"$700,000","$1,389,206",1990,1991
Fred Roberts,"$690,000","$1,369,360",1990,1991
Kevin Willis,"$685,000","$1,359,437",1990,1991
Rex Chapman,"$675,000","$1,339,591",1990,1991
Buck Johnson,"$675,000","$1,339,591",1990,1991
Tim Perry,"$675,000","$1,339,591",1990,1991
Charles Jones,"$675,000","$1,339,591",1990,1991
Vern Fleming,"$667,000","$1,323,715",1990,1991
Nate McMillan,"$658,000","$1,305,853",1990,1991
Reggie Miller,"$654,000","$1,297,915",1990,1991
Alexander Volkov,"$650,000","$1,289,977",1990,1991
Dave Jamerson,"$650,000","$1,289,977",1990,1991
Jay Humphries,"$650,000","$1,289,977",1990,1991
Sedale Threatt,"$650,000","$1,289,977",1990,1991
Duane Causwell,"$650,000","$1,289,977",1990,1991
Dave Greenwood,"$650,000","$1,289,977",1990,1991
Mike Brown,"$650,000","$1,289,977",1990,1991
Chucky Brown,"$630,000","$1,250,285",1990,1991
Mychal Thompson,"$615,000","$1,220,516",1990,1991
Pooh Richardson,"$615,000","$1,220,516",1990,1991
Antoine Carr,"$610,000","$1,210,594",1990,1991
Darrell Walker,"$610,000","$1,210,594",1990,1991
Jeff Grayer,"$605,000","$1,200,671",1990,1991
Larry Krystkowiak,"$605,000","$1,200,671",1990,1991
Ledell Eackles,"$605,000","$1,200,671",1990,1991
Terry Mills,"$600,000","$1,190,748",1990,1991
Craig Hodges,"$600,000","$1,190,748",1990,1991
Brad Davis,"$600,000","$1,190,748",1990,1991
Olden Polynice,"$600,000","$1,190,748",1990,1991
Andrew Lang,"$600,000","$1,190,748",1990,1991
John Battle,"$590,000","$1,170,902",1990,1991
Tod Murphy,"$590,000","$1,170,902",1990,1991
John Salley,"$575,000","$1,141,133",1990,1991
Elden Campbell,"$575,000","$1,141,133",1990,1991
Gerald Glass,"$575,000","$1,141,133",1990,1991
Todd Lichti,"$565,000","$1,121,287",1990,1991
Jerrod Mustaf,"$565,000","$1,121,287",1990,1991
John Bagley,"$550,000","$1,091,519",1990,1991
Larry Drew,"$550,000","$1,091,519",1990,1991
Terry Teagle,"$550,000","$1,091,519",1990,1991
Ed Nealy,"$550,000","$1,091,519",1990,1991
Jerome Kersey,"$550,000","$1,091,519",1990,1991
Bob Hansen,"$550,000","$1,091,519",1990,1991
Steve Kerr,"$548,000","$1,087,550",1990,1991
Dee Brown,"$547,000","$1,085,565",1990,1991
Gary Grant,"$530,000","$1,051,827",1990,1991
Michael Smith,"$525,000","$1,041,904",1990,1991
Mookie Blaylock,"$525,000","$1,041,904",1990,1991
Derrick Chievous,"$525,000","$1,041,904",1990,1991
Winston Bennett,"$525,000","$1,041,904",1990,1991
Dwayne Schintzius,"$520,000","$1,031,981",1990,1991
Sidney Moncrief,"$510,000","$1,012,136",1990,1991
Spud Webb,"$510,000","$1,012,136",1990,1991
Bill Hanzlik,"$510,000","$1,012,136",1990,1991
Les Jepsen,"$505,000","$1,002,213",1990,1991
Jerome Lane,"$500,000","$992,290",1990,1991
Tim Hardaway,"$500,000","$992,290",1990,1991
Rod Higgins,"$500,000","$992,290",1990,1991
Randy Wittman,"$500,000","$992,290",1990,1991
Sam Mitchell,"$500,000","$992,290",1990,1991
Dana Barros,"$500,000","$992,290",1990,1991
Jayson Williams,"$500,000","$992,290",1990,1991
Mark Alarie,"$500,000","$992,290",1990,1991
Eric Leckner,"$485,000","$962,521",1990,1991
Greg Kite,"$480,000","$952,598",1990,1991
Harvey Grant,"$475,000","$942,675",1990,1991
Negele Knight,"$468,000","$928,783",1990,1991
Brian Oliver,"$455,000","$902,984",1990,1991
Will Perdue,"$450,000","$893,061",1990,1991
Scott Hastings,"$450,000","$893,061",1990,1991
Winston Garland,"$450,000","$893,061",1990,1991
Jerry Reynolds,"$450,000","$893,061",1990,1991
Otis Smith,"$450,000","$893,061",1990,1991
Danny Young,"$450,000","$893,061",1990,1991
Mark Acres,"$437,000","$867,261",1990,1991
Dan Majerle,"$430,000","$853,369",1990,1991
BJ Armstrong,"$425,000","$843,446",1990,1991
Kevin Edwards,"$425,000","$843,446",1990,1991
Quintin Dailey,"$425,000","$843,446",1990,1991
Ron Anderson,"$425,000","$843,446",1990,1991
Tate George,"$410,000","$813,677",1990,1991
Jeff Turner,"$410,000","$813,677",1990,1991
Scott Skiles,"$408,000","$809,708",1990,1991
Tom Tolbert,"$405,000","$803,755",1990,1991
Mark Bryant,"$405,000","$803,755",1990,1991
Reggie Lewis,"$400,000","$793,832",1990,1991
Ken Bannister,"$400,000","$793,832",1990,1991
Billy Thompson,"$400,000","$793,832",1990,1991
Adrian Dantley,"$400,000","$793,832",1990,1991
Eddie Lee Wilkins,"$400,000","$793,832",1990,1991
Dave Hoppen,"$400,000","$793,832",1990,1991
Kenny Payne,"$400,000","$793,832",1990,1991
Rod Strickland,"$400,000","$793,832",1990,1991
Alaa Abdelnaby,"$395,000","$783,909",1990,1991
John Paxson,"$385,000","$764,063",1990,1991
Kevin Gamble,"$375,000","$744,217",1990,1991
Byron Irvin,"$375,000","$744,217",1990,1991
Anthony Cook,"$370,000","$734,294",1990,1991
Lance Blanks,"$365,000","$724,371",1990,1991
Jack Haley,"$360,000","$714,448",1990,1991
Brian Quinnett,"$360,000","$714,448",1990,1991
Blue Edwards,"$360,000","$714,448",1990,1991
Kenny Gattison,"$355,000","$704,526",1990,1991
John Morton,"$350,000","$694,603",1990,1991
Kenny Battle,"$350,000","$694,603",1990,1991
Shawn Kemp,"$350,000","$694,603",1990,1991
Joe Barry Carroll,"$350,000","$694,603",1990,1991
Morlon Wiley,"$347,000","$688,649",1990,1991
Tom Garrick,"$340,000","$674,757",1990,1991
Jon Sundvold,"$335,000","$664,834",1990,1991
Bob Thornton,"$335,000","$664,834",1990,1991
Micheal Williams,"$325,000","$644,988",1990,1991
Mike Smrek,"$325,000","$644,988",1990,1991
Sherman Douglas,"$325,000","$644,988",1990,1991
Randolph Keys,"$322,000","$639,034",1990,1991
Derek Smith,"$315,000","$625,142",1990,1991
David Wood,"$300,000","$595,374",1990,1991
Greg Dreiling,"$300,000","$595,374",1990,1991
Grant Long,"$300,000","$595,374",1990,1991
Greg Grant,"$300,000","$595,374",1990,1991
Dave Corzine,"$300,000","$595,374",1990,1991
Scott Meents,"$300,000","$595,374",1990,1991
Rory Sparrow,"$300,000","$595,374",1990,1991
Steve Colter,"$300,000","$595,374",1990,1991
Scott Brooks,"$295,000","$585,451",1990,1991
Bimbo Coles,"$290,000","$575,528",1990,1991
Adrian Caldwell,"$275,000","$545,759",1990,1991
Dave Feitl,"$275,000","$545,759",1990,1991
A.J. English,"$275,000","$545,759",1990,1991
Greg Foster,"$275,000","$545,759",1990,1991
Steve Alford,"$250,000","$496,145",1990,1991
Vernon Maxwell,"$250,000","$496,145",1990,1991
Terry Davis,"$250,000","$496,145",1990,1991
Cliff Robinson,"$250,000","$496,145",1990,1991
Doug West,"$230,000","$456,453",1990,1991
Jud Buechler,"$225,000","$446,530",1990,1991
Frank Kornet,"$225,000","$446,530",1990,1991
Walter Palmer,"$225,000","$446,530",1990,1991
Stojko Vrankovic,"$222,000","$440,576",1990,1991
Delaney Rudd,"$215,000","$426,684",1990,1991
Marcus Liberty,"$210,000","$416,761",1990,1991
Jeff Martin,"$210,000","$416,761",1990,1991
Gary Leonard,"$200,000","$396,916",1990,1991
Steve Scheffler,"$200,000","$396,916",1990,1991
Milos Babic,"$200,000","$396,916",1990,1991
Michael Ansley,"$200,000","$396,916",1990,1991
Kevin Pritchard,"$185,000","$367,147",1990,1991
Kenny Williams,"$175,000","$347,301",1990,1991
Cedric Ceballos,"$175,000","$347,301",1990,1991
Derrick Gervin,"$155,000","$307,609",1990,1991
Scott Williams,"$150,000","$297,687",1990,1991
John Shasky,"$150,000","$297,687",1990,1991
John Long,"$150,000","$297,687",1990,1991
Keith Askins,"$150,000","$297,687",1990,1991
Richard Coffey,"$150,000","$297,687",1990,1991
Sean Higgins,"$150,000","$297,687",1990,1991
Tony Massenburg,"$150,000","$297,687",1990,1991
Alan Ogg,"$130,000","$257,995",1990,1991
Ian Lockhart,"$130,000","$257,995",1990,1991
Duane Ferrell,"$125,000","$248,072",1990,1991
Gerald Henderson,"$125,000","$248,072",1990,1991
Rick Calloway,"$125,000","$248,072",1990,1991
Kurk Lee,"$120,000","$238,149",1990,1991
Gerald Paddio,"$120,000","$238,149",1990,1991
Matt Bullard,"$120,000","$238,149",1990,1991
Kennard Winchester,"$120,000","$238,149",1990,1991
Tony Smith,"$120,000","$238,149",1990,1991
Irving Thomas,"$120,000","$238,149",1990,1991
Steve Henson,"$120,000","$238,149",1990,1991
John Starks,"$120,000","$238,149",1990,1991
Rickey Green,"$120,000","$238,149",1990,1991
Andy Toolson,"$120,000","$238,149",1990,1991
Haywoode Workman,"$120,000","$238,149",1990,1991
Jim Grandholm,"$115,000","$228,226",1990,1991
Andre Turner,"$110,000","$218,303",1990,1991
Darnell Valentine,"$100,000","$198,458",1990,1991
Paul Mokeski,"$100,000","$198,458",1990,1991
Dave Popson,"$80,000","$158,766",1990,1991
Scott Haffner,"$75,000","$148,843",1990,1991
Henry James,"$75,000","$148,843",1990,1991
Mario Elie,"$50,000","$99,229",1990,1991
Avery Johnson,"$50,000","$99,229",1990,1991
Alan Bannister,"$50,000","$99,229",1990,1991
Tony Brown,"$50,000","$99,229",1990,1991
A.J. Wynder,"$30,000","$59,537",1990,1991
Kelvin Upshaw,"$30,000","$59,537",1990,1991
Anthony Frederick,"$30,000","$59,537",1990,1991
Larry Bird,"$7,070,000","$13,401,652",1991,1992
Hot Rod Williams,"$3,786,000","$7,176,613",1991,1992
Kevin McHale,"$3,500,000","$6,634,481",1991,1992
Reggie Lewis,"$3,340,000","$6,331,191",1991,1992
Michael Jordan,"$3,250,000","$6,160,590",1991,1992
Reggie Miller,"$3,211,000","$6,086,662",1991,1992
Charles Barkley,"$3,200,000","$6,065,811",1991,1992
Hakeem Olajuwon,"$3,170,000","$6,008,944",1991,1992
Patrick Ewing,"$3,139,000","$5,950,182",1991,1992
Dominique Wilkins,"$3,100,000","$5,876,255",1991,1992
Robert Parish,"$3,000,000","$5,686,698",1991,1992
Isiah Thomas,"$2,960,000","$5,610,875",1991,1992
Benoit Benjamin,"$2,875,000","$5,449,752",1991,1992
Chris Mullin,"$2,844,000","$5,390,990",1991,1992
Danny Ferry,"$2,843,000","$5,389,094",1991,1992
Scottie Pippen,"$2,770,000","$5,250,718",1991,1992
Ralph Sampson,"$2,685,000","$5,089,595",1991,1992
Karl Malone,"$2,556,000","$4,845,067",1991,1992
Bernard King,"$2,525,000","$4,786,304",1991,1992
Sam Perkins,"$2,507,000","$4,752,184",1991,1992
Magic Johnson,"$2,500,000","$4,738,915",1991,1992
Wayman Tisdale,"$2,333,000","$4,422,355",1991,1992
Derrick Coleman,"$2,300,000","$4,359,802",1991,1992
Danny Manning,"$2,300,000","$4,359,802",1991,1992
Pervis Ellison,"$2,300,000","$4,359,802",1991,1992
Tom Chambers,"$2,275,000","$4,312,413",1991,1992
Steve Smith,"$2,250,000","$4,265,023",1991,1992
Brad Daugherty,"$2,245,000","$4,255,546",1991,1992
David Robinson,"$2,240,000","$4,246,068",1991,1992
Chuck Person,"$2,156,000","$4,086,840",1991,1992
John Stockton,"$2,100,000","$3,980,688",1991,1992
Kevin Duckworth,"$2,013,000","$3,815,774",1991,1992
Mahmoud Abdul-Rauf,"$2,008,000","$3,806,296",1991,1992
Dikembe Mutombo,"$2,005,000","$3,800,610",1991,1992
Rony Seikaly,"$2,002,000","$3,794,923",1991,1992
Jon Koncak,"$2,000,000","$3,791,132",1991,1992
Sam Bowie,"$2,000,000","$3,791,132",1991,1992
Bill Cartwright,"$2,000,000","$3,791,132",1991,1992
John Salley,"$2,000,000","$3,791,132",1991,1992
LaSalle Thompson,"$2,000,000","$3,791,132",1991,1992
Dennis Scott,"$1,980,000","$3,753,221",1991,1992
Larry Johnson,"$1,955,000","$3,705,831",1991,1992
Kevin Johnson,"$1,950,000","$3,696,354",1991,1992
Scott Skiles,"$1,925,000","$3,648,964",1991,1992
Rolando Blackman,"$1,920,000","$3,639,487",1991,1992
Kendall Gill,"$1,908,000","$3,616,740",1991,1992
Gary Payton,"$1,883,000","$3,569,351",1991,1992
Terry Cummings,"$1,861,000","$3,527,648",1991,1992
Mike Gminski,"$1,850,000","$3,506,797",1991,1992
Kenny Anderson,"$1,828,000","$3,465,094",1991,1992
Mychal Thompson,"$1,807,000","$3,425,288",1991,1992
Sean Elliott,"$1,802,000","$3,415,810",1991,1992
Terry Porter,"$1,787,000","$3,387,376",1991,1992
Otis Thorpe,"$1,786,000","$3,385,481",1991,1992
Horace Grant,"$1,750,000","$3,317,240",1991,1992
A.C. Green,"$1,750,000","$3,317,240",1991,1992
James Worthy,"$1,750,000","$3,317,240",1991,1992
Ricky Pierce,"$1,750,000","$3,317,240",1991,1992
Derek Harper,"$1,725,000","$3,269,851",1991,1992
Johnny Dawkins,"$1,700,000","$3,222,462",1991,1992
Buck Williams,"$1,700,000","$3,222,462",1991,1992
Ron Harper,"$1,650,000","$3,127,684",1991,1992
Kenny Smith,"$1,633,000","$3,095,459",1991,1992
Xavier McDaniel,"$1,625,000","$3,080,295",1991,1992
Fat Lever,"$1,619,000","$3,068,921",1991,1992
John Paxson,"$1,600,000","$3,032,905",1991,1992
Danny Schayes,"$1,600,000","$3,032,905",1991,1992
Moses Malone,"$1,600,000","$3,032,905",1991,1992
Luc Longley,"$1,590,000","$3,013,950",1991,1992
Vinnie Johnson,"$1,580,000","$2,994,993",1991,1992
Jeff Malone,"$1,580,000","$2,994,994",1991,1992
Blair Rasmussen,"$1,558,000","$2,953,292",1991,1992
Mark Price,"$1,520,000","$2,881,260",1991,1992
Billy Owens,"$1,509,000","$2,860,409",1991,1992
Doug Smith,"$1,500,000","$2,843,349",1991,1992
Sleepy Floyd,"$1,500,000","$2,843,349",1991,1992
Greg Anderson,"$1,465,000","$2,777,004",1991,1992
Jeff Hornacek,"$1,428,000","$2,706,868",1991,1992
Willie Burton,"$1,402,000","$2,657,583",1991,1992
Kevin Gamble,"$1,400,000","$2,653,792",1991,1992
Michael Cage,"$1,390,000","$2,634,836",1991,1992
Terry Catledge,"$1,386,000","$2,627,254",1991,1992
Clyde Drexler,"$1,378,000","$2,612,090",1991,1992
Brad Lohaus,"$1,377,000","$2,610,194",1991,1992
Drazen Petrovic,"$1,375,000","$2,606,403",1991,1992
Bill Laimbeer,"$1,369,000","$2,595,030",1991,1992
Larry Nance,"$1,363,000","$2,583,656",1991,1992
Cliff Levingston,"$1,350,000","$2,559,014",1991,1992
Rik Smits,"$1,350,000","$2,559,014",1991,1992
Armen Gilliam,"$1,350,000","$2,559,014",1991,1992
Manute Bol,"$1,350,000","$2,559,014",1991,1992
Felton Spencer,"$1,340,000","$2,540,058",1991,1992
Alton Lister,"$1,333,000","$2,526,789",1991,1992
Mark Eaton,"$1,333,000","$2,526,789",1991,1992
Charles Shackleford,"$1,332,000","$2,524,894",1991,1992
Brian Shaw,"$1,313,000","$2,488,878",1991,1992
Michael Adams,"$1,309,000","$2,481,296",1991,1992
Glen Rice,"$1,302,000","$2,468,027",1991,1992
Dale Ellis,"$1,300,000","$2,464,236",1991,1992
Jerry Reynolds,"$1,300,000","$2,464,236",1991,1992
Joe Dumars,"$1,295,000","$2,454,758",1991,1992
Lionel Simmons,"$1,289,000","$2,443,384",1991,1992
Detlef Schrempf,"$1,278,000","$2,422,533",1991,1992
Sarunas Marciulionis,"$1,267,000","$2,401,682",1991,1992
Antoine Carr,"$1,263,000","$2,394,100",1991,1992
Sam Vincent,"$1,260,000","$2,388,413",1991,1992
J.R. Reid,"$1,250,000","$2,369,457",1991,1992
Sherman Douglas,"$1,250,000","$2,369,457",1991,1992
Randy Breuer,"$1,250,000","$2,369,457",1991,1992
Mark Jackson,"$1,250,000","$2,369,457",1991,1992
Mark Aguirre,"$1,232,000","$2,335,337",1991,1992
Walter Davis,"$1,215,000","$2,303,112",1991,1992
Johnny Newman,"$1,206,000","$2,286,052",1991,1992
Tyrone Hill,"$1,200,000","$2,274,679",1991,1992
Wayne Cooper,"$1,200,000","$2,274,679",1991,1992
Doc Rivers,"$1,195,000","$2,265,201",1991,1992
Herb Williams,"$1,183,000","$2,242,454",1991,1992
Tony Campbell,"$1,183,000","$2,242,454",1991,1992
Mike Brown,"$1,175,000","$2,227,290",1991,1992
Ken Norman,"$1,150,000","$2,179,901",1991,1992
Bo Kimble,"$1,150,000","$2,179,901",1991,1992
Alec Kessler,"$1,122,000","$2,126,825",1991,1992
Derrick McKey,"$1,112,000","$2,107,869",1991,1992
Stacey King,"$1,100,000","$2,085,122",1991,1992
Byron Scott,"$1,100,000","$2,085,122",1991,1992
John Williams,"$1,100,000","$2,085,122",1991,1992
Dennis Rodman,"$1,075,000","$2,037,733",1991,1992
Sidney Green,"$1,063,000","$2,014,986",1991,1992
Frank Brickowski,"$1,055,000","$1,999,822",1991,1992
Charles Smith,"$1,050,000","$1,990,344",1991,1992
Charles Oakley,"$1,050,000","$1,990,344",1991,1992
Eddie Johnson,"$1,050,000","$1,990,344",1991,1992
Alvin Robertson,"$1,033,000","$1,958,119",1991,1992
Rumeal Robinson,"$1,025,000","$1,942,955",1991,1992
Rodney McCray,"$1,025,000","$1,942,955",1991,1992
Kiki Vandeweghe,"$1,020,000","$1,933,477",1991,1992
Dell Curry,"$1,006,000","$1,906,939",1991,1992
Maurice Cheeks,"$1,000,000","$1,895,566",1991,1992
Travis Mays,"$1,000,000","$1,895,566",1991,1992
Chris Dudley,"$1,000,000","$1,895,566",1991,1992
Loy Vaught,"$1,000,000","$1,895,566",1991,1992
Thurl Bailey,"$1,000,000","$1,895,566",1991,1992
Ron Anderson,"$1,000,000","$1,895,566",1991,1992
Paul Pressey,"$1,000,000","$1,895,566",1991,1992
Larry Smith,"$997,000","$1,889,879",1991,1992
George McCloud,"$990,000","$1,876,610",1991,1992
Mark West,"$975,000","$1,848,177",1991,1992
Mark Macon,"$970,000","$1,838,699",1991,1992
Orlando Woolridge,"$957,000","$1,814,056",1991,1992
Joe Kleine,"$950,000","$1,800,787",1991,1992
Jeff Grayer,"$950,000","$1,800,787",1991,1992
Kurt Rambis,"$950,000","$1,800,787",1991,1992
Dennis Hopson,"$950,000","$1,800,787",1991,1992
