player,salary,adj_salary,year-start,year-end
Bill Wennington,"$1,000,000","$1,690,472",1995,1996
Mark Bryant,"$1,000,000","$1,690,472",1995,1996
Eddie Johnson,"$1,000,000","$1,690,472",1995,1996
Ricky Pierce,"$1,000,000","$1,690,472",1995,1996
Derek Strong,"$1,000,000","$1,690,472",1995,1996
Sam Mitchell,"$1,000,000","$1,690,472",1995,1996
Jon Koncak,"$1,000,000","$1,690,472",1995,1996
Jamie Watson,"$1,000,000","$1,690,472",1995,1996
Latrell Sprewell,"$975,000","$1,648,210",1995,1996
Cherokee Parks,"$971,000","$1,641,448",1995,1996
Tom Hammonds,"$970,000","$1,639,757",1995,1996
Lee Mayberry,"$965,000","$1,631,305",1995,1996
Jerry Reynolds,"$961,000","$1,624,543",1995,1996
PJ Brown,"$960,000","$1,622,853",1995,1996
George McCloud,"$950,000","$1,605,948",1995,1996
Randy Woods,"$950,000","$1,605,948",1995,1996
Anthony Avent,"$950,000","$1,605,948",1995,1996
Carlos Rogers,"$930,000","$1,572,139",1995,1996
Don MacLean,"$925,000","$1,563,686",1995,1996
Corliss Williamson,"$923,000","$1,560,305",1995,1996
Bill Curley,"$913,000","$1,543,401",1995,1996
Tony Dumas,"$910,000","$1,538,329",1995,1996
Randy Brown,"$900,000","$1,521,424",1995,1996
Haywoode Workman,"$900,000","$1,521,424",1995,1996
Eric Williams,"$876,000","$1,480,853",1995,1996
Dickey Simpkins,"$845,000","$1,428,448",1995,1996
Clifford Rozier,"$845,000","$1,428,448",1995,1996
Duane Ferrell,"$845,000","$1,428,448",1995,1996
Kevin Gamble,"$845,000","$1,428,448",1995,1996
Monty Williams,"$845,000","$1,428,448",1995,1996
Wesley Person,"$845,000","$1,428,448",1995,1996
Aaron McKie,"$845,000","$1,428,448",1995,1996
Avery Johnson,"$845,000","$1,428,448",1995,1996
B.J. Tyler,"$845,000","$1,428,448",1995,1996
Brent Barry,"$833,000","$1,408,163",1995,1996
Brooks Thompson,"$825,000","$1,394,639",1995,1996
Steve Kerr,"$800,000","$1,352,377",1995,1996
Antonio Davis,"$800,000","$1,352,377",1995,1996
Larry Stewart,"$800,000","$1,352,377",1995,1996
Byron Houston,"$800,000","$1,352,377",1995,1996
Alan Henderson,"$791,000","$1,337,163",1995,1996
Roy Tarpley,"$775,000","$1,310,115",1995,1996
Ervin Johnson,"$767,000","$1,296,592",1995,1996
Bob Sura,"$752,000","$1,271,235",1995,1996
Scott Brooks,"$750,000","$1,267,854",1995,1996
Lucious Harris,"$725,000","$1,225,592",1995,1996
Gary Grant,"$725,000","$1,225,592",1995,1996
Charlie Ward,"$722,000","$1,220,520",1995,1996
Theo Ratliff,"$714,000","$1,206,997",1995,1996
Vern Fleming,"$700,000","$1,183,330",1995,1996
Pete Chilcutt,"$700,000","$1,183,330",1995,1996
Keith Jennings,"$700,000","$1,183,330",1995,1996
Randolph Childress,"$682,000","$1,152,901",1995,1996
Zan Tabak,"$650,000","$1,098,806",1995,1996
Michael Finley,"$628,000","$1,061,616",1995,1996
Jason Caffey,"$627,000","$1,059,926",1995,1996
Rafael Addison,"$617,000","$1,043,020",1995,1996
George Zidek,"$603,000","$1,019,354",1995,1996
Doug Overton,"$600,000","$1,014,283",1995,1996
Pete Myers,"$600,000","$1,014,283",1995,1996
Stacey King,"$600,000","$1,014,283",1995,1996
Travis Best,"$580,000","$980,473",1995,1996
David Wingate,"$560,000","$946,664",1995,1996
Loren Meyer,"$556,000","$939,902",1995,1996
Anthony Miller,"$550,000","$929,759",1995,1996
Keith Askins,"$550,000","$929,759",1995,1996
Greg Kite,"$550,000","$929,759",1995,1996
Tony Massenburg,"$550,000","$929,759",1995,1996
David Vaughn,"$534,000","$902,712",1995,1996
Jim McIlvaine,"$525,000","$887,497",1995,1996
Bo Outlaw,"$500,000","$845,236",1995,1996
Sherell Ford,"$500,000","$845,236",1995,1996
Sean Higgins,"$500,000","$845,236",1995,1996
Tony Smith,"$500,000","$845,236",1995,1996
Vincenzo Esposito,"$500,000","$845,236",1995,1996
Mitchell Butler,"$500,000","$845,236",1995,1996
Greg Ostertag,"$498,000","$841,855",1995,1996
Cory Alexander,"$490,000","$828,331",1995,1996
Greg Anderson,"$485,000","$819,878",1995,1996
Brad Lohaus,"$485,000","$819,878",1995,1996
Mario Bennett,"$480,000","$811,426",1995,1996
Gerald Glass,"$475,000","$802,974",1995,1996
Doug Smith,"$450,000","$760,712",1995,1996
James Edwards,"$425,000","$718,450",1995,1996
Chucky Brown,"$425,000","$718,450",1995,1996
Darrick Martin,"$425,000","$718,450",1995,1996
Antonio Lang,"$423,000","$715,069",1995,1996
Stefano Rusconi,"$415,000","$701,545",1995,1996
Rick Mahorn,"$400,000","$676,188",1995,1996
Antonio Harvey,"$400,000","$676,188",1995,1996
LeRon Ellis,"$400,000","$676,188",1995,1996
Anthony Bowie,"$370,000","$625,474",1995,1996
Randolph Keys,"$363,000","$613,641",1995,1996
Chris Childs,"$350,000","$591,665",1995,1996
John Crotty,"$350,000","$591,665",1995,1996
David Wood,"$350,000","$591,665",1995,1996
Dwayne Morton,"$350,000","$591,665",1995,1996
Ryan Lorthridge,"$350,000","$591,665",1995,1996
Charles Jones,"$350,000","$591,665",1995,1996
Eric Riley,"$350,000","$591,664",1995,1996
Stanley Jackson,"$350,000","$591,665",1995,1996
Darrell Armstrong,"$350,000","$591,665",1995,1996
Derrick Alston Sr,"$350,000","$591,665",1995,1996
Greg Foster,"$350,000","$591,665",1995,1996
Larry Krystkowiak,"$335,000","$566,308",1995,1996
Greg Minor,"$325,000","$549,403",1995,1996
Andy Toolson,"$310,000","$524,046",1995,1996
Moses Malone,"$305,000","$515,594",1995,1996
Howard Nathan,"$300,000","$507,141",1995,1996
David Wesley,"$300,000","$507,141",1995,1996
Alton Lister,"$300,000","$507,141",1995,1996
Junior Burrough,"$300,000","$507,141",1995,1996
Jud Buechler,"$300,000","$507,141",1995,1996
Eric Leckner,"$300,000","$507,141",1995,1996
Dave Johnson,"$300,000","$507,141",1995,1996
Jimmy King,"$300,000","$507,141",1995,1996
Bryon Russell,"$300,000","$507,141",1995,1996
James Donaldson,"$300,000","$507,141",1995,1996
Bob McCann,"$300,000","$507,141",1995,1996
Lawrence Moten,"$280,000","$473,332",1995,1996
Jon Barry,"$275,000","$464,879",1995,1996
Kevin Pritchard,"$275,000","$464,879",1995,1996
Keith Tower,"$263,000","$444,594",1995,1996
Jerome Kersey,"$255,000","$431,070",1995,1996
Donnie Boyce,"$250,000","$422,618",1995,1996
Greg Sutton,"$250,000","$422,618",1995,1996
Damon Bailey,"$250,000","$422,618",1995,1996
Steve Scheffler,"$250,000","$422,618",1995,1996
Tracy Murray,"$250,000","$422,618",1995,1996
Brent Price,"$250,000","$422,618",1995,1996
Tim Legler,"$250,000","$422,618",1995,1996
Joe Wolf,"$240,000","$405,713",1995,1996
Henry Turner,"$235,000","$397,260",1995,1996
Andrew DeClercq,"$230,000","$388,808",1995,1996
Matt Bullard,"$225,000","$380,356",1995,1996
Ennis Whatley,"$225,000","$380,356",1995,1996
Todd Mundt,"$225,000","$380,356",1995,1996
Larry Sykes,"$225,000","$380,356",1995,1996
Robert Werdann,"$225,000","$380,356",1995,1996
Darrin Hancock,"$225,000","$380,356",1995,1996
Jack Haley,"$225,000","$380,356",1995,1996
Joe Courtney,"$225,000","$380,356",1995,1996
Steve Colter,"$225,000","$380,356",1995,1996
Greg Grant,"$225,000","$380,356",1995,1996
Steve Bardo,"$225,000","$380,356",1995,1996
Eldridge Recasner,"$225,000","$380,356",1995,1996
Tim Breaux,"$225,000","$380,356",1995,1996
Earl Cureton,"$225,000","$380,356",1995,1996
Dwayne Schintzius,"$225,000","$380,356",1995,1996
Adrian Caldwell,"$225,000","$380,356",1995,1996
Reggie Jordan,"$225,000","$380,356",1995,1996
Fred Roberts,"$225,000","$380,356",1995,1996
Rich Manning,"$225,000","$380,356",1995,1996
Ashraf Amaya,"$225,000","$380,356",1995,1996
Chris King,"$225,000","$380,356",1995,1996
Derrick Phelps,"$225,000","$380,356",1995,1996
Rodney Dent,"$225,000","$380,356",1995,1996
Trevor Ruffin,"$225,000","$380,356",1995,1996
Ron Grandison,"$225,000","$380,356",1995,1996
Marques Bragg,"$225,000","$380,356",1995,1996
Anthony Tucker,"$225,000","$380,356",1995,1996
Eric Anderson,"$225,000","$380,356",1995,1996
Willie Burton,"$225,000","$380,356",1995,1996
Corey Gaines,"$225,000","$380,356",1995,1996
Elmer Bennett,"$225,000","$380,356",1995,1996
Jeff Grayer,"$225,000","$380,356",1995,1996
Richard Dumas,"$225,000","$380,356",1995,1996
Reggie Slater,"$225,000","$380,356",1995,1996
Dontonio Wingfield,"$225,000","$380,356",1995,1996
Anthony Cook,"$225,000","$380,356",1995,1996
Dell Demps,"$225,000","$380,356",1995,1996
Mike Peplowski,"$225,000","$380,356",1995,1996
Jeff Webster,"$225,000","$380,356",1995,1996
Tyus Edney,"$210,000","$354,999",1995,1996
Charles Claxton,"$200,000","$338,094",1995,1996
Donny Marshall,"$200,000","$338,094",1995,1996
John Amaechi,"$200,000","$338,094",1995,1996
Gerald Madkins,"$200,000","$338,094",1995,1996
Rastko Cvetkovic,"$200,000","$338,094",1995,1996
Don Reid,"$200,000","$338,094",1995,1996
Lou Roe,"$200,000","$338,094",1995,1996
Rodney Zimmerman,"$200,000","$338,094",1995,1996
Alvin Heggs,"$200,000","$338,094",1995,1996
Fred Hoiberg,"$200,000","$338,094",1995,1996
Logan Vander Velden,"$200,000","$338,094",1995,1996
Frankie King,"$200,000","$338,094",1995,1996
Terrence Rencher,"$200,000","$338,094",1995,1996
Mark Davis,"$200,000","$338,094",1995,1996
Jerome Allen,"$200,000","$338,094",1995,1996
Eric Snow,"$200,000","$338,094",1995,1996
Chris Carr,"$200,000","$338,094",1995,1996
John Coker,"$200,000","$338,094",1995,1996
Clint McDaniel,"$200,000","$338,094",1995,1996
Martin Lewis,"$200,000","$338,094",1995,1996
Kevin Salvadori,"$110,000","$185,951",1995,1996
Rich King,"$100,000","$169,047",1995,1996
Geert Hammink,"$97,560","$164,922",1995,1996
Mark Strickland,"$50,000","$84,523",1995,1996
Chris Whitney,"$50,000","$84,523",1995,1996
Kareem Townes,"$40,000","$67,618",1995,1996
Kurt Rambis,"$40,000","$67,618",1995,1996
Gerard King,"$35,000","$59,166",1995,1996
Grady Livingston,"$25,000","$42,261",1995,1996
Constantin Popa,"$15,000","$25,357",1995,1996
Nate Higgs,"$15,000","$25,357",1995,1996
Michael Jordan,"$30,140,000","$49,585,204",1996,1997
Horace Grant,"$14,857,000","$24,442,182",1996,1997
Reggie Miller,"$11,250,000","$18,508,080",1996,1997
Shaquille O'Neal,"$10,714,000","$17,626,273",1996,1997
Gary Payton,"$10,212,000","$16,800,401",1996,1997
David Robinson,"$9,952,000","$16,372,659",1996,1997
Juwan Howard,"$9,750,000","$16,040,336",1996,1997
Hakeem Olajuwon,"$9,655,000","$15,884,046",1996,1997
Alonzo Mourning,"$9,380,000","$15,431,626",1996,1997
Dennis Rodman,"$9,000,000","$14,806,464",1996,1997
Dikembe Mutombo,"$8,013,000","$13,182,688",1996,1997
Chris Webber,"$8,000,000","$13,161,301",1996,1997
Otis Thorpe,"$7,000,000","$11,516,139",1996,1997
Latrell Sprewell,"$7,000,000","$11,516,139",1996,1997
Elden Campbell,"$7,000,000","$11,516,139",1996,1997
Kevin Johnson,"$7,000,000","$11,516,139",1996,1997
Danny Manning,"$6,833,000","$11,241,396",1996,1997
Derrick Coleman,"$6,739,000","$11,086,751",1996,1997
Anfernee Hardaway,"$6,655,000","$10,948,557",1996,1997
Dale Davis,"$6,508,000","$10,706,719",1996,1997
John Stockton,"$6,000,000","$9,870,976",1996,1997
Clyde Drexler,"$5,500,000","$9,048,395",1996,1997
Sean Elliott,"$5,333,000","$8,773,652",1996,1997
Dino Radja,"$5,313,000","$8,740,749",1996,1997
Antonio Davis,"$5,200,000","$8,554,846",1996,1997
Shawn Bradley,"$5,130,000","$8,439,684",1996,1997
Grant Hill,"$5,025,000","$8,266,942",1996,1997
Larry Johnson,"$5,004,000","$8,232,394",1996,1997
Tom Gugliotta,"$5,000,000","$8,225,813",1996,1997
Allan Houston,"$5,000,000","$8,225,813",1996,1997
A.C. Green,"$4,851,000","$7,980,684",1996,1997
Vlade Divac,"$4,718,000","$7,761,877",1996,1997
Charles Barkley,"$4,695,000","$7,724,039",1996,1997
Karl Malone,"$4,657,000","$7,661,522",1996,1997
Danny Ferry,"$4,643,000","$7,638,490",1996,1997
Glenn Robinson,"$4,640,000","$7,633,555",1996,1997
Christian Laettner,"$4,500,000","$7,403,232",1996,1997
Steve Smith,"$4,500,000","$7,403,232",1996,1997
Jason Kidd,"$4,408,000","$7,251,877",1996,1997
Kenny Anderson,"$4,175,000","$6,868,554",1996,1997
John Williams,"$4,151,000","$6,829,070",1996,1997
Harvey Grant,"$4,111,000","$6,763,263",1996,1997
Chris Dudley,"$4,100,000","$6,745,167",1996,1997
Glen Rice,"$4,002,000","$6,583,941",1996,1997
Rik Smits,"$4,000,000","$6,580,650",1996,1997
Brian Shaw,"$4,000,000","$6,580,650",1996,1997
Toni Kukoc,"$3,960,000","$6,514,844",1996,1997
Jim Jackson,"$3,900,000","$6,416,134",1996,1997
Ron Harper,"$3,840,000","$6,317,424",1996,1997
Jamal Mashburn,"$3,833,000","$6,305,908",1996,1997
Kendall Gill,"$3,800,000","$6,251,618",1996,1997
Nick Anderson,"$3,790,000","$6,235,166",1996,1997
Billy Owens,"$3,773,000","$6,207,198",1996,1997
Vin Baker,"$3,765,000","$6,194,037",1996,1997
Rony Seikaly,"$3,752,000","$6,172,650",1996,1997
Isaiah Rider,"$3,610,000","$5,939,037",1996,1997
Sherman Douglas,"$3,594,000","$5,912,714",1996,1997
Mitch Richmond,"$3,575,000","$5,881,456",1996,1997
Charles Smith,"$3,557,000","$5,851,843",1996,1997
Tyrone Hill,"$3,480,000","$5,725,166",1996,1997
Wayman Tisdale,"$3,475,000","$5,716,940",1996,1997
Mark Price,"$3,409,000","$5,608,359",1996,1997
Dana Barros,"$3,400,000","$5,593,553",1996,1997
Bryant Stith,"$3,400,000","$5,593,553",1996,1997
Donyell Marshall,"$3,360,000","$5,527,746",1996,1997
Detlef Schrempf,"$3,333,000","$5,483,327",1996,1997
Shawn Kemp,"$3,300,000","$5,429,037",1996,1997
Clarence Weatherspoon,"$3,300,000","$5,429,037",1996,1997
LaPhonso Ellis,"$3,294,000","$5,419,166",1996,1997
Dee Brown,"$3,250,000","$5,346,778",1996,1997
Stanley Roberts,"$3,250,000","$5,346,778",1996,1997
Calbert Cheaney,"$3,200,000","$5,264,520",1996,1997
Lionel Simmons,"$3,194,000","$5,254,649",1996,1997
Olden Polynice,"$3,140,000","$5,165,810",1996,1997
Loy Vaught,"$3,100,000","$5,100,004",1996,1997
Mahmoud Abdul-Rauf,"$3,100,000","$5,100,004",1996,1997
Sharone Wright,"$3,100,000","$5,100,004",1996,1997
Joe Dumars,"$3,075,000","$5,058,875",1996,1997
Bobby Hurley,"$3,068,000","$5,047,359",1996,1997
Chris Gatling,"$3,047,000","$5,012,810",1996,1997
Rod Strickland,"$3,036,000","$4,994,714",1996,1997
Derrick McKey,"$3,000,000","$4,935,488",1996,1997
Patrick Ewing,"$3,000,000","$4,935,488",1996,1997
Jim McIlvaine,"$3,000,000","$4,935,488",1996,1997
Dennis Scott,"$3,000,000","$4,935,488",1996,1997
Clifford Robinson,"$2,924,000","$4,810,455",1996,1997
Todd Day,"$2,915,000","$4,795,649",1996,1997
Mark Jackson,"$2,900,000","$4,770,971",1996,1997
Stojko Vrankovic,"$2,900,000","$4,770,971",1996,1997
Ken Norman,"$2,869,000","$4,719,971",1996,1997
Chris Mullin,"$2,844,000","$4,678,842",1996,1997
Mookie Blaylock,"$2,800,000","$4,606,455",1996,1997
Joe Smith,"$2,794,000","$4,596,584",1996,1997
Luc Longley,"$2,790,000","$4,590,004",1996,1997
Anthony Mason,"$2,777,000","$4,568,616",1996,1997
Sam Perkins,"$2,730,000","$4,491,294",1996,1997
Pooh Richardson,"$2,721,000","$4,476,487",1996,1997
Robert Pack,"$2,700,000","$4,441,939",1996,1997
Lamond Murray,"$2,700,000","$4,441,939",1996,1997
Felton Spencer,"$2,694,000","$4,432,068",1996,1997
Arvydas Sabonis,"$2,640,000","$4,343,229",1996,1997
Hersey Hawkins,"$2,604,000","$4,284,003",1996,1997
Charles Oakley,"$2,600,000","$4,277,423",1996,1997
Chris Childs,"$2,600,000","$4,277,423",1996,1997
Antonio McDyess,"$2,545,000","$4,186,939",1996,1997
Sarunas Marciulionis,"$2,500,000","$4,112,906",1996,1997
Tim Hardaway,"$2,500,000","$4,112,906",1996,1997
Chris Morris,"$2,500,000","$4,112,906",1996,1997
Stacey Augmon,"$2,480,000","$4,080,003",1996,1997
Micheal Williams,"$2,475,000","$4,071,777",1996,1997
Terry Mills,"$2,457,000","$4,042,164",1996,1997
Marcus Camby,"$2,434,000","$4,004,326",1996,1997
BJ Armstrong,"$2,400,000","$3,948,390",1996,1997
Cedric Ceballos,"$2,400,000","$3,948,390",1996,1997
Scott Williams,"$2,400,000","$3,948,390",1996,1997
Jeff Hornacek,"$2,396,000","$3,941,809",1996,1997
Gheorghe Muresan,"$2,363,000","$3,887,519",1996,1997
Dan Majerle,"$2,350,000","$3,866,132",1996,1997
Andrew Lang,"$2,332,000","$3,836,519",1996,1997
Armen Gilliam,"$2,317,000","$3,811,842",1996,1997
Terry Davis,"$2,300,000","$3,783,874",1996,1997
Antoine Carr,"$2,300,000","$3,783,874",1996,1997
Jerry Stackhouse,"$2,286,000","$3,760,842",1996,1997
Kevin Edwards,"$2,280,000","$3,750,971",1996,1997
Rodney Rogers,"$2,280,000","$3,750,971",1996,1997
Allen Iverson,"$2,267,000","$3,729,583",1996,1997
Grant Long,"$2,260,000","$3,718,067",1996,1997
Jayson Williams,"$2,250,000","$3,701,616",1996,1997
Scottie Pippen,"$2,250,000","$3,701,616",1996,1997
John Salley,"$2,225,000","$3,660,487",1996,1997
Duane Causwell,"$2,215,000","$3,644,035",1996,1997
Shareef Abdur-Rahim,"$2,186,000","$3,596,325",1996,1997
Doug West,"$2,155,000","$3,545,325",1996,1997
Blue Edwards,"$2,100,000","$3,454,841",1996,1997
George Lynch,"$2,090,000","$3,438,390",1996,1997
Rasheed Wallace,"$2,060,000","$3,389,035",1996,1997
Chuck Person,"$2,060,000","$3,389,035",1996,1997
Reggie Williams,"$2,048,000","$3,369,293",1996,1997
Vinny Del Negro,"$2,023,000","$3,328,164",1996,1997
Mark West,"$2,000,000","$3,290,325",1996,1997
Vincent Askew,"$2,000,000","$3,290,325",1996,1997
PJ Brown,"$2,000,000","$3,290,325",1996,1997
Elliot Perry,"$2,000,000","$3,290,325",1996,1997
Adam Keefe,"$1,950,000","$3,208,067",1996,1997
Stephon Marbury,"$1,917,000","$3,153,776",1996,1997
John Starks,"$1,913,000","$3,147,196",1996,1997
Terry Dehere,"$1,905,000","$3,134,035",1996,1997
Nick Van Exel,"$1,900,000","$3,125,809",1996,1997
Sasha Danilovic,"$1,892,000","$3,112,647",1996,1997
Greg Anthony,"$1,875,000","$3,084,680",1996,1997
Dell Curry,"$1,830,000","$3,010,647",1996,1997
Bobby Phills,"$1,808,000","$2,974,454",1996,1997
Greg Minor,"$1,800,000","$2,961,292",1996,1997
Eddie Jones,"$1,800,000","$2,961,292",1996,1997
Ray Allen,"$1,785,000","$2,936,615",1996,1997
Don MacLean,"$1,780,000","$2,928,389",1996,1997
Terry Porter,"$1,775,000","$2,920,163",1996,1997
Pervis Ellison,"$1,760,000","$2,895,486",1996,1997
Khalid Reeves,"$1,752,000","$2,882,325",1996,1997
Rick Fox,"$1,750,000","$2,879,034",1996,1997
Malik Sealy,"$1,732,000","$2,849,421",1996,1997
Lindsey Hunter,"$1,715,000","$2,821,454",1996,1997
Robert Horry,"$1,703,000","$2,801,712",1996,1997
Donald Royal,"$1,700,000","$2,796,776",1996,1997
Tracy Murray,"$1,700,000","$2,796,776",1996,1997
Bryant Reeves,"$1,695,000","$2,788,550",1996,1997
Kevin Garnett,"$1,666,000","$2,740,841",1996,1997
Ervin Johnson,"$1,636,000","$2,691,486",1996,1997
Antoine Walker,"$1,620,000","$2,665,163",1996,1997
Dale Ellis,"$1,600,000","$2,632,260",1996,1997
Brent Price,"$1,600,000","$2,632,260",1996,1997
Popeye Jones,"$1,581,000","$2,601,002",1996,1997
Muggsy Bogues,"$1,575,000","$2,591,131",1996,1997
Michael Smith,"$1,570,000","$2,582,905",1996,1997
Matt Geiger,"$1,562,000","$2,569,744",1996,1997
Jalen Rose,"$1,560,000","$2,566,453",1996,1997
Carl Herrera,"$1,550,000","$2,550,002",1996,1997
Damon Stoudamire,"$1,547,000","$2,545,066",1996,1997
Will Perdue,"$1,544,000","$2,540,131",1996,1997
Anthony Peeler,"$1,540,000","$2,533,550",1996,1997
Frank Brickowski,"$1,500,000","$2,467,744",1996,1997
Kevin Willis,"$1,500,000","$2,467,744",1996,1997
Lorenzen Wright,"$1,480,000","$2,434,840",1996,1997
Michael Cage,"$1,473,000","$2,423,324",1996,1997
Kenny Gattison,"$1,450,000","$2,385,485",1996,1997
Yinka Dare,"$1,448,000","$2,382,195",1996,1997
Marty Conlon,"$1,447,500","$2,381,372",1996,1997
Shawn Respert,"$1,417,000","$2,331,195",1996,1997
Bimbo Coles,"$1,400,000","$2,303,227",1996,1997
Mario Elie,"$1,400,000","$2,303,227",1996,1997
Eric Piatkowski,"$1,363,000","$2,242,356",1996,1997
Kerry Kittles,"$1,356,000","$2,230,840",1996,1997
Nate McMillan,"$1,355,000","$2,229,195",1996,1997
Doug Christie,"$1,355,000","$2,229,195",1996,1997
Brooks Thompson,"$1,332,300","$2,191,849",1996,1997
Greg Graham,"$1,330,000","$2,188,066",1996,1997
Terrell Brandon,"$1,312,000","$2,158,453",1996,1997
Ed O'Bannon,"$1,303,000","$2,143,647",1996,1997
Randy Brown,"$1,300,000","$2,138,711",1996,1997
Derek Harper,"$1,300,000","$2,138,711",1996,1997
Hubert Davis,"$1,295,000","$2,130,485",1996,1997
Brian Grant,"$1,293,000","$2,127,195",1996,1997
Eric Montross,"$1,280,000","$2,105,808",1996,1997
Samaki Walker,"$1,246,000","$2,049,872",1996,1997
Kurt Thomas,"$1,238,000","$2,036,711",1996,1997
Scott Burrell,"$1,235,000","$2,031,775",1996,1997
Chris Mills,"$1,235,000","$2,031,775",1996,1997
Sam Cassell,"$1,235,000","$2,031,775",1996,1997
Corie Blount,"$1,235,000","$2,031,775",1996,1997
James Robinson,"$1,235,000","$2,031,775",1996,1997
Rex Walters,"$1,235,000","$2,031,775",1996,1997
Joe Kleine,"$1,235,000","$2,031,775",1996,1997
Acie Earl,"$1,235,000","$2,031,775",1996,1997
Johnny Newman,"$1,225,000","$2,015,324",1996,1997
Ricky Pierce,"$1,200,000","$1,974,195",1996,1997
Eddie Johnson,"$1,200,000","$1,974,195",1996,1997
Sean Rooks,"$1,200,000","$1,974,195",1996,1997
Sam Mitchell,"$1,200,000","$1,974,195",1996,1997
Lucious Harris,"$1,200,000","$1,974,195",1996,1997
Kevin Gamble,"$1,196,000","$1,967,614",1996,1997
Buck Williams,"$1,193,000","$1,962,679",1996,1997
Erick Dampier,"$1,184,000","$1,947,872",1996,1997
Gary Trent,"$1,176,000","$1,934,711",1996,1997
Jon Koncak,"$1,150,000","$1,891,937",1996,1997
Mark Bryant,"$1,150,000","$1,891,937",1996,1997
Carlos Rogers,"$1,144,000","$1,882,066",1996,1997
Todd Fuller,"$1,125,000","$1,850,808",1996,1997
Bill Curley,"$1,123,000","$1,847,517",1996,1997
Tony Dumas,"$1,120,000","$1,842,582",1996,1997
Cherokee Parks,"$1,117,000","$1,837,646",1996,1997
George McCloud,"$1,100,000","$1,809,679",1996,1997
Lee Mayberry,"$1,100,000","$1,809,679",1996,1997
Haywoode Workman,"$1,080,000","$1,776,775",1996,1997
Tom Hammonds,"$1,070,000","$1,760,324",1996,1997
Vitaly Potapenko,"$1,068,000","$1,757,033",1996,1997
Corliss Williamson,"$1,051,000","$1,729,066",1996,1997
Dickey Simpkins,"$1,040,000","$1,710,969",1996,1997
Duane Ferrell,"$1,040,000","$1,710,969",1996,1997
Clifford Rozier,"$1,040,000","$1,710,969",1996,1997
Wesley Person,"$1,040,000","$1,710,969",1996,1997
Aaron McKie,"$1,040,000","$1,710,969",1996,1997
Avery Johnson,"$1,040,000","$1,710,969",1996,1997
Monty Williams,"$1,040,000","$1,710,969",1996,1997
B.J. Tyler,"$1,040,000","$1,710,969",1996,1997
Kobe Bryant,"$1,015,000","$1,669,840",1996,1997
Eric Williams,"$1,008,000","$1,658,324",1996,1997
Bill Wennington,"$1,000,000","$1,645,162",1996,1997
Robert Parish,"$1,000,000","$1,645,162",1996,1997
Vernon Maxwell,"$1,000,000","$1,645,162",1996,1997
Jamie Watson,"$1,000,000","$1,645,162",1996,1997
Eric Mobley,"$992,000","$1,632,001",1996,1997
Brent Barry,"$958,000","$1,576,065",1996,1997
Lorenzo Williams,"$940,000","$1,546,452",1996,1997
Steve Nash,"$916,000","$1,506,969",1996,1997
Alan Henderson,"$910,000","$1,497,098",1996,1997
Charlie Ward,"$888,000","$1,460,904",1996,1997
Tony Delk,"$870,000","$1,431,291",1996,1997
Bob Sura,"$864,000","$1,421,420",1996,1997
Jermaine O'Neal,"$827,000","$1,360,549",1996,1997
Theo Ratliff,"$821,000","$1,350,678",1996,1997
Zan Tabak,"$800,000","$1,316,130",1996,1997
John Wallace,"$785,000","$1,291,452",1996,1997
Randolph Childress,"$784,000","$1,289,807",1996,1997
Herb Williams,"$757,000","$1,245,388",1996,1997
Steve Kerr,"$750,000","$1,233,872",1996,1997
Chris Carr,"$750,000","$1,233,872",1996,1997
Walter McCarty,"$750,000","$1,233,872",1996,1997
Michael Finley,"$723,000","$1,189,452",1996,1997
Zydrunas Ilgauskas,"$720,000","$1,184,517",1996,1997
Jason Caffey,"$700,000","$1,151,613",1996,1997
Pete Chilcutt,"$700,000","$1,151,613",1996,1997
George Zidek,"$694,000","$1,141,742",1996,1997
Dontae' Jones,"$691,000","$1,136,807",1996,1997
Travis Best,"$666,000","$1,095,678",1996,1997
Roy Rogers,"$664,000","$1,092,388",1996,1997
Keith Askins,"$650,000","$1,069,355",1996,1997
Loren Meyer,"$639,000","$1,051,258",1996,1997
Dwayne Schintzius,"$625,000","$1,028,226",1996,1997
David Vaughn,"$614,000","$1,010,129",1996,1997
Derek Fisher,"$612,000","$1,006,839",1996,1997
Bo Outlaw,"$600,000","$987,097",1996,1997
Mitchell Butler,"$600,000","$987,097",1996,1997
Greg Anderson,"$584,000","$960,775",1996,1997
Danny Schayes,"$575,000","$945,968",1996,1997
Greg Ostertag,"$573,000","$942,678",1996,1997
Jerome Williams,"$568,000","$934,452",1996,1997
David Wingate,"$560,000","$921,291",1996,1997
Mario Bennett,"$555,000","$913,065",1996,1997
Brian Evans,"$551,000","$906,484",1996,1997
Priest Lauderdale,"$548,000","$901,549",1996,1997
Cory Alexander,"$521,000","$857,129",1996,1997
Antonio Lang,"$520,000","$855,484",1996,1997
David Benoit,"$508,000","$835,742",1996,1997
Alton Lister,"$500,000","$822,581",1996,1997
Jud Buechler,"$500,000","$822,581",1996,1997
Gary Grant,"$500,000","$822,581",1996,1997
Chucky Brown,"$500,000","$822,581",1996,1997
Sherell Ford,"$500,000","$822,581",1996,1997
Dontonio Wingfield,"$500,000","$822,581",1996,1997
Brad Lohaus,"$485,000","$797,903",1996,1997
Donny Marshall,"$450,000","$740,323",1996,1997
Tim Legler,"$450,000","$740,323",1996,1997
