player,salary,adj_salary,year_start,year_end
Kebu Stewart,242000.0,389188.0,1997,1998
Marko Milic,242000.0,389188.0,1997,1998
Alvin Williams,242000.0,389188.0,1997,1998
Anthony Johnson,242000.0,389188.0,1997,1998
Michael Stewart,242000.0,389188.0,1997,1998
Derek Grimm,242000.0,389188.0,1997,1998
Chris Garner,242000.0,389188.0,1997,1998
Troy Hudson,242000.0,389188.0,1997,1998
Matt Fish,150000.0,241232.0,1997,1998
Stacey King,100000.0,160821.0,1997,1998
Scott Brooks,50000.0,80410.0,1997,1998
Ron Riley,50000.0,80410.0,1997,1998
Ruben Nembhard,50000.0,80410.0,1997,1998
William Cunningham,50000.0,80410.0,1997,1998
Jerome Allen,35000.0,56287.0,1997,1998
Ben Davis,25000.0,40205.0,1997,1998
Patrick Savoy,25000.0,40205.0,1997,1998
Amal McCaskill,20700.0,33290.0,1997,1998
Nate Huffman,20000.0,32164.0,1997,1998
Todd Lindeman,15000.0,24123.0,1997,1998
Patrick Ewing,18500000.0,29259168.0,1998,1999
Shaquille O'Neal,15000000.0,23723650.0,1998,1999
David Robinson,14841000.0,23472179.0,1998,1999
Kevin Garnett,14000000.0,22142073.0,1998,1999
Alonzo Mourning,13130000.0,20766101.0,1998,1999
Juwan Howard,13125000.0,20758194.0,1998,1999
Hakeem Olajuwon,12943000.0,20470347.0,1998,1999
Derrick Coleman,12267000.0,19401200.0,1998,1999
Dikembe Mutombo,11218000.0,17742127.0,1998,1999
Jayson Williams,11000000.0,17397343.0,1998,1999
Scottie Pippen,11000000.0,17397343.0,1998,1999
Larry Johnson,10186000.0,16109940.0,1998,1999
Charles Oakley,10186000.0,16109940.0,1998,1999
Chris Webber,10000000.0,15815766.0,1998,1999
Shawn Kemp,9740000.0,15404556.0,1998,1999
Antonio McDyess,9000000.0,14234190.0,1998,1999
Arvydas Sabonis,9000000.0,14234190.0,1998,1999
Damon Stoudamire,9000000.0,14234190.0,1998,1999
Rasheed Wallace,9000000.0,14234190.0,1998,1999
Gary Payton,8715000.0,13783440.0,1998,1999
Anfernee Hardaway,8505000.0,13451309.0,1998,1999
Rik Smits,8500000.0,13443401.0,1998,1999
Latrell Sprewell,8300000.0,13127086.0,1998,1999
Vlade Divac,8300000.0,13127086.0,1998,1999
Horace Grant,7843000.0,12404305.0,1998,1999
Tom Gugliotta,7800000.0,12336298.0,1998,1999
Bryant Reeves,7222000.0,11422146.0,1998,1999
Elden Campbell,7000000.0,11071036.0,1998,1999
Allan Houston,7000000.0,11071036.0,1998,1999
Danny Manning,6833000.0,10806913.0,1998,1999
Matt Geiger,6800000.0,10754721.0,1998,1999
Reggie Miller,6781000.0,10724671.0,1998,1999
Shawn Bradley,6750000.0,10675642.0,1998,1999
Grant Hill,6675000.0,10557024.0,1998,1999
Glenn Robinson,6380000.0,10090459.0,1998,1999
Steve Smith,6300000.0,9963933.0,1998,1999
Terrell Brandon,6300000.0,9963933.0,1998,1999
Karl Malone,6142000.0,9714044.0,1998,1999
Jason Kidd,6041000.0,9554304.0,1998,1999
Michael Finley,6000000.0,9489460.0,1998,1999
Theo Ratliff,6000000.0,9489460.0,1998,1999
Brian Grant,6000000.0,9489460.0,1998,1999
Kenny Anderson,5845000.0,9244315.0,1998,1999
Tim Hardaway,5600000.0,8856829.0,1998,1999
Mark Price,5488000.0,8679692.0,1998,1999
Christian Laettner,5360000.0,8477251.0,1998,1999
Tyrone Hill,5352000.0,8464598.0,1998,1999
Sean Elliott,5333000.0,8434548.0,1998,1999
Ron Harper,5280000.0,8350724.0,1998,1999
Glen Rice,5248000.0,8300114.0,1998,1999
A.C. Green,5125088.0,8105719.0,1998,1999
Charles Smith,5052223.0,7990477.0,1998,1999
Jamal Mashburn,5033000.0,7960075.0,1998,1999
Kendall Gill,5000000.0,7907883.0,1998,1999
Robert Horry,5000000.0,7907883.0,1998,1999
Isaac Austin,5000000.0,7907883.0,1998,1999
Bison Dele,4860000.0,7686462.0,1998,1999
Isaiah Rider,4810000.0,7607383.0,1998,1999
Alan Henderson,4725000.0,7472949.0,1998,1999
Bryant Stith,4666000.0,7379636.0,1998,1999
Toni Kukoc,4610000.0,7291068.0,1998,1999
PJ Brown,4480000.0,7085463.0,1998,1999
Otis Thorpe,4400000.0,6958937.0,1998,1999
Will Perdue,4373000.0,6916234.0,1998,1999
Donyell Marshall,4370000.0,6911490.0,1998,1999
Greg Ostertag,4333000.0,6852971.0,1998,1999
Chris Gatling,4266000.0,6747006.0,1998,1999
Vin Baker,4264000.0,6743842.0,1998,1999
Rony Seikaly,4252000.0,6724864.0,1998,1999
Brian Shaw,4250000.0,6721700.0,1998,1999
Lionel Simmons,4238500.0,6703512.0,1998,1999
Jim McIlvaine,4200000.0,6642622.0,1998,1999
Wesley Person,4200000.0,6642622.0,1998,1999
Derrick McKey,4200000.0,6642622.0,1998,1999
Anthony Mason,4165000.0,6587266.0,1998,1999
Stojko Vrankovic,4060000.0,6421201.0,1998,1999
Dale Davis,4038000.0,6386406.0,1998,1999
Bobby Hurley,4030000.0,6373754.0,1998,1999
Danny Ferry,4000000.0,6326306.0,1998,1999
John Starks,4000000.0,6326306.0,1998,1999
Luc Longley,4000000.0,6326306.0,1998,1999
Sharone Wright,4000000.0,6326306.0,1998,1999
John Stockton,4000000.0,6326306.0,1998,1999
Calbert Cheaney,4000000.0,6326306.0,1998,1999
Jerry Stackhouse,3887000.0,6147588.0,1998,1999
Chuck Person,3860000.0,6104885.0,1998,1999
Loy Vaught,3830000.0,6057438.0,1998,1999
Robert Pack,3780000.0,5978359.0,1998,1999
Ken Norman,3775000.0,5970451.0,1998,1999
Dee Brown,3750000.0,5930912.0,1998,1999
Jason Caffey,3675000.0,5812294.0,1998,1999
BJ Armstrong,3650000.0,5772754.0,1998,1999
Hersey Hawkins,3644000.0,5763265.0,1998,1999
Chris Childs,3640000.0,5756939.0,1998,1999
Mookie Blaylock,3600000.0,5693676.0,1998,1999
Brent Barry,3600000.0,5693676.0,1998,1999
Chris Mills,3600000.0,5693676.0,1998,1999
Mark Jackson,3600000.0,5693676.0,1998,1999
Allen Iverson,3537000.0,5594036.0,1998,1999
Chris Mullin,3510000.0,5551334.0,1998,1999
Dana Barros,3500000.0,5535518.0,1998,1999
Antonio Davis,3500000.0,5535518.0,1998,1999
Lamond Murray,3500000.0,5535518.0,1998,1999
Clifford Robinson,3500000.0,5535518.0,1998,1999
Bobby Phills,3480000.0,5503886.0,1998,1999
Jeff Hornacek,3455000.0,5464347.0,1998,1999
Bryon Russell,3428000.0,5421644.0,1998,1999
Tim Duncan,3413000.0,5397921.0,1998,1999
Detlef Schrempf,3333000.0,5271395.0,1998,1999
Scott Williams,3300000.0,5219203.0,1998,1999
Dan Majerle,3290000.0,5203387.0,1998,1999
Armen Gilliam,3244000.0,5130634.0,1998,1999
Nick Anderson,3200000.0,5061045.0,1998,1999
Stacey Augmon,3200000.0,5061045.0,1998,1999
Marcus Camby,3164000.0,5004108.0,1998,1999
Bob Sura,3133000.0,4955079.0,1998,1999
Andrew Lang,3068000.0,4852277.0,1998,1999
Keith Van Horn,3054000.0,4830135.0,1998,1999
Pooh Richardson,3030000.0,4792177.0,1998,1999
Rodney Rogers,3000000.0,4744730.0,1998,1999
Sam Cassell,3000000.0,4744730.0,1998,1999
Derek Strong,3000000.0,4744730.0,1998,1999
Walt Williams,3000000.0,4744730.0,1998,1999
Avery Johnson,3000000.0,4744730.0,1998,1999
Grant Long,2977000.0,4708353.0,1998,1999
Micheal Williams,2975000.0,4705190.0,1998,1999
Doug West,2915000.0,4610296.0,1998,1999
Darrell Armstrong,2900000.0,4586572.0,1998,1999
Shareef Abdur-Rahim,2842000.0,4494840.0,1998,1999
Voshon Lenard,2837000.0,4486933.0,1998,1999
Muggsy Bogues,2800000.0,4428414.0,1998,1999
Rex Chapman,2800000.0,4428414.0,1998,1999
Eric Williams,2780000.0,4396783.0,1998,1999
Travis Best,2750000.0,4349335.0,1998,1999
Carl Herrera,2742500.0,4337473.0,1998,1999
Chauncey Billups,2742000.0,4336683.0,1998,1999
Michael Olowokandi,2700000.0,4270257.0,1998,1999
Adam Keefe,2650000.0,4191178.0,1998,1999
Ervin Johnson,2594000.0,4102609.0,1998,1999
Stephon Marbury,2562000.0,4051999.0,1998,1999
Greg Minor,2520000.0,3985573.0,1998,1999
Dino Radja,2500000.0,3953941.0,1998,1999
Mitch Richmond,2500000.0,3953941.0,1998,1999
Khalid Reeves,2477000.0,3917564.0,1998,1999
Antonio Daniels,2472000.0,3909657.0,1998,1999
Don MacLean,2460000.0,3890678.0,1998,1999
Pervis Ellison,2420000.0,3827415.0,1998,1999
Tyrone Corbin,2400000.0,3795784.0,1998,1999
Travis Knight,2400000.0,3795784.0,1998,1999
Mike Bibby,2400000.0,3795784.0,1998,1999
Popeye Jones,2381000.0,3765734.0,1998,1999
Tracy Murray,2380000.0,3764152.0,1998,1999
Doug Christie,2353000.0,3721449.0,1998,1999
Michael Cage,2350000.0,3716705.0,1998,1999
James Robinson,2337500.0,3696935.0,1998,1999
Ray Allen,2320000.0,3669257.0,1998,1999
Anthony Peeler,2254000.0,3564873.0,1998,1999
Brent Price,2240000.0,3542731.0,1998,1999
Tony Battie,2238000.0,3539568.0,1998,1999
Eddie Jones,2200000.0,3479468.0,1998,1999
Sherman Douglas,2200000.0,3479468.0,1998,1999
Michael Smith,2180000.0,3447837.0,1998,1999
Corie Blount,2162500.0,3420159.0,1998,1999
Rex Walters,2162500.0,3420159.0,1998,1999
David Wesley,2160000.0,3416205.0,1998,1999
Dean Garrett,2160000.0,3416205.0,1998,1999
Raef LaFrentz,2150000.0,3400389.0,1998,1999
Jalen Rose,2145000.0,3392481.0,1998,1999
Antoine Walker,2107000.0,3332382.0,1998,1999
Mark Strickland,2100000.0,3321311.0,1998,1999
Kevin Willis,2100000.0,3321311.0,1998,1999
Mark Bryant,2050000.0,3242232.0,1998,1999
Lindsey Hunter,2050000.0,3242232.0,1998,1999
Haywoode Workman,2040000.0,3226416.0,1998,1999
Ron Mercer,2033000.0,3215345.0,1998,1999
Elliot Perry,2000000.0,3163153.0,1998,1999
Bimbo Coles,2000000.0,3163153.0,1998,1999
Cherokee Parks,2000000.0,3163153.0,1998,1999
Gerald Wilkins,2000000.0,3163153.0,1998,1999
Carlos Rogers,2000000.0,3163153.0,1998,1999
Antawn Jamison,1940000.0,3068258.0,1998,1999
Lorenzen Wright,1923000.0,3041371.0,1998,1999
Erick Strickland,1920000.0,3036627.0,1998,1999
Nick Van Exel,1900000.0,3004995.0,1998,1999
Tim Thomas,1856000.0,2935406.0,1998,1999
Sam Perkins,1785000.0,2823114.0,1998,1999
Steve Kerr,1774000.0,2805717.0,1998,1999
Kerry Kittles,1762000.0,2786738.0,1998,1999
Eric Montross,1760000.0,2783574.0,1998,1999
Vince Carter,1760000.0,2783574.0,1998,1999
LaPhonso Ellis,1750000.0,2767759.0,1998,1999
Eric Murdock,1750000.0,2767759.0,1998,1999
John Williams,1750000.0,2767759.0,1998,1999
Rick Fox,1750000.0,2767759.0,1998,1999
Clarence Weatherspoon,1750000.0,2767759.0,1998,1999
Vinny Del Negro,1750000.0,2767759.0,1998,1999
Joe Smith,1750000.0,2767759.0,1998,1999
Kurt Thomas,1750000.0,2767759.0,1998,1999
Billy Owens,1750000.0,2767759.0,1998,1999
Dale Ellis,1750000.0,2767759.0,1998,1999
Jim Jackson,1750000.0,2767759.0,1998,1999
Mario Elie,1750000.0,2767759.0,1998,1999
Terry Davis,1750000.0,2767759.0,1998,1999
Dennis Scott,1725000.0,2728219.0,1998,1999
Adonal Foyle,1701000.0,2690261.0,1998,1999
Lucious Harris,1680000.0,2657048.0,1998,1999
Sean Rooks,1680000.0,2657048.0,1998,1999
Buck Williams,1670000.0,2641233.0,1998,1999
Yinka Dare,1657000.0,2620672.0,1998,1999
Felton Spencer,1650000.0,2609601.0,1998,1999
Eric Piatkowski,1650000.0,2609601.0,1998,1999
Kevin Gamble,1645000.0,2601693.0,1998,1999
Doug Edwards,1625000.0,2570062.0,1998,1999
Samaki Walker,1619880.0,2561964.0,1998,1999
Robert Traylor,1590000.0,2514706.0,1998,1999
Tracy McGrady,1563000.0,2472004.0,1998,1999
Bill Curley,1544000.0,2441954.0,1998,1999
Lee Mayberry,1540000.0,2435628.0,1998,1999
Erick Dampier,1538000.0,2432464.0,1998,1999
Danny Fortson,1485000.0,2348641.0,1998,1999
Dirk Nowitzki,1472640.0,2329093.0,1998,1999
Todd Fuller,1461000.0,2310683.0,1998,1999
Jason Williams,1460000.0,2309101.0,1998,1999
Duane Causwell,1454000.0,2299612.0,1998,1999
Andrew DeClercq,1440000.0,2277470.0,1998,1999
Keith Closs,1440000.0,2277470.0,1998,1999
Chris Whitney,1440000.0,2277470.0,1998,1999
Duane Ferrell,1430000.0,2261654.0,1998,1999
Aaron McKie,1430000.0,2261654.0,1998,1999
Tariq Abdul-Wahad,1411000.0,2231604.0,1998,1999
B.J. Tyler,1411000.0,2231604.0,1998,1999
Howard Eisley,1400000.0,2214207.0,1998,1999
Austin Croshere,1340000.0,2119312.0,1998,1999
Vitaly Potapenko,1339000.0,2117731.0,1998,1999
Larry Hughes,1330000.0,2103496.0,1998,1999
Randy Brown,1320000.0,2087681.0,1998,1999
Tim Legler,1320000.0,2087681.0,1998,1999
Kobe Bryant,1319000.0,2086099.0,1998,1999
Lorenzo Williams,1316000.0,2081354.0,1998,1999
Shandon Anderson,1300000.0,2056049.0,1998,1999
Scot Pollard,1290920.0,2041688.0,1998,1999
Derek Anderson,1273000.0,2013347.0,1998,1999
Charlie Ward,1221000.0,1931105.0,1998,1999
Maurice Taylor,1209000.0,1912126.0,1998,1999
Steve Nash,1190760.0,1883278.0,1998,1999
Paul Pierce,1165000.0,1842536.0,1998,1999
Terry Cummings,1150000.0,1818813.0,1998,1999
Bo Outlaw,1150000.0,1818813.0,1998,1999
Kelvin Cato,1149000.0,1817231.0,1998,1999
Terry Mills,1145000.0,1810905.0,1998,1999
Tony Delk,1131000.0,1788763.0,1998,1999
Terry Dehere,1112500.0,1759503.0,1998,1999
John Crotty,1104000.0,1746060.0,1998,1999
Bonzi Wells,1100000.0,1739734.0,1998,1999
Brevin Knight,1092000.0,1727081.0,1998,1999
Jermaine O'Neal,1075000.0,1700194.0,1998,1999
Michael Doleac,1050000.0,1660655.0,1998,1999
Johnny Taylor,1037000.0,1640095.0,1998,1999
John Wallace,1021000.0,1614789.0,1998,1999
Anthony Johnson,1000000.0,1581576.0,1998,1999
Mark West,1000000.0,1581576.0,1998,1999
Chris Carr,1000000.0,1581576.0,1998,1999
Scott Burrell,1000000.0,1581576.0,1998,1999
Joe Wolf,1000000.0,1581576.0,1998,1999
Bill Wennington,1000000.0,1581576.0,1998,1999
Johnny Newman,1000000.0,1581576.0,1998,1999
Gary Trent,1000000.0,1581576.0,1998,1999
Keon Clark,1000000.0,1581576.0,1998,1999
Joe Dumars,1000000.0,1581576.0,1998,1999
Charles Barkley,1000000.0,1581576.0,1998,1999
Dennis Rodman,1000000.0,1581576.0,1998,1999
Derek Harper,1000000.0,1581576.0,1998,1999
Terry Porter,1000000.0,1581576.0,1998,1999
Dell Curry,1000000.0,1581576.0,1998,1999
Malik Sealy,1000000.0,1581576.0,1998,1999
David Wingate,1000000.0,1581576.0,1998,1999
Herb Williams,1000000.0,1581576.0,1998,1999
Olden Polynice,1000000.0,1581576.0,1998,1999
Danny Schayes,1000000.0,1581576.0,1998,1999
Dominique Wilkins,1000000.0,1581576.0,1998,1999
George Lynch,1000000.0,1581576.0,1998,1999
Harvey Grant,1000000.0,1581576.0,1998,1999
Rick Mahorn,1000000.0,1581576.0,1998,1999
Joe Kleine,1000000.0,1581576.0,1998,1999
Chris Morris,1000000.0,1581576.0,1998,1999
Gary Grant,1000000.0,1581576.0,1998,1999
Greg Anthony,1000000.0,1581576.0,1998,1999
Vernon Maxwell,1000000.0,1581576.0,1998,1999
Jerome Kersey,1000000.0,1581576.0,1998,1999
Michael Stewart,1000000.0,1581576.0,1998,1999
Chris Anstey,985200.0,1558169.0,1998,1999
Walter McCarty,975000.0,1542037.0,1998,1999
Dontae' Jones,953856.0,1508596.0,1998,1999
Michael Dickerson,949600.0,1501865.0,1998,1999
Zydrunas Ilgauskas,936000.0,1480355.0,1998,1999
Paul Grant,903240.0,1428543.0,1998,1999
Tony Massenburg,900000.0,1423419.0,1998,1999
Matt Harpring,900000.0,1423419.0,1998,1999
Anthony Parker,867120.0,1371416.0,1998,1999
Randolph Childress,866320.0,1370151.0,1998,1999
Roy Rogers,862560.0,1364204.0,1998,1999
Bryce Drew,857000.0,1355411.0,1998,1999
Chucky Brown,850000.0,1344340.0,1998,1999
Jud Buechler,850000.0,1344340.0,1998,1999
Blue Edwards,850000.0,1344340.0,1998,1999
Thurl Bailey,850000.0,1344340.0,1998,1999
Eric Snow,846300.0,1338488.0,1998,1999
Ed Gray,832440.0,1316567.0,1998,1999
Don Reid,800000.0,1265261.0,1998,1999
Ben Wallace,800000.0,1265261.0,1998,1999
Bobby Jackson,799200.0,1263996.0,1998,1999
Derek Fisher,795000.0,1257353.0,1998,1999
J.R. Reid,780000.0,1233629.0,1998,1999
Radoslav Nesterovic,775750.0,1226908.0,1998,1999
Martin Muursepp,763200.0,1207059.0,1998,1999
Cedric Ceballos,750000.0,1186182.0,1998,1999
George McCloud,750000.0,1186182.0,1998,1999
Roshown McLeod,740000.0,1170366.0,1998,1999
Pat Garrity,740000.0,1170366.0,1998,1999
Mirsad Turkcan,739400.0,1169417.0,1998,1999
Jerome Williams,737880.0,1167013.0,1998,1999
John Thomas,737000.0,1165622.0,1998,1999
Keith Askins,725000.0,1146643.0,1998,1999
Priest Lauderdale,712200.0,1126398.0,1998,1999
Pete Chilcutt,700000.0,1107103.0,1998,1999
Jacque Vaughn,691560.0,1093755.0,1998,1999
Keith Booth,687240.0,1086922.0,1998,1999
Brian Evans,686780.0,1086195.0,1998,1999
Ricky Davis,680000.0,1075472.0,1998,1999
Dwayne Schintzius,662500.0,1047794.0,1998,1999
Marty Conlon,662500.0,1047794.0,1998,1999
Brian Skinner,653500.0,1033560.0,1998,1999
Hubert Davis,645000.0,1020116.0,1998,1999
Rodrick Rhodes,639300.0,1011101.0,1998,1999
Ruben Patterson,628500.0,994020.0,1998,1999
Fred Hoiberg,600000.0,948946.0,1998,1999
Felipe Lopez,600000.0,948946.0,1998,1999
Doug Overton,600000.0,948946.0,1998,1999
Jon Barry,600000.0,948946.0,1998,1999
Oliver Miller,600000.0,948946.0,1998,1999
Greg Foster,588000.0,929967.0,1998,1999
Aaron Williams,575000.0,909406.0,1998,1999
Lawrence Funderburke,575000.0,909406.0,1998,1999
Sam Jacobson,559000.0,884101.0,1998,1999
Michael Curry,550000.0,869867.0,1998,1999
Sam Mack,545000.0,861959.0,1998,1999
Al Harrington,543000.0,858796.0,1998,1999
Vladimir Stepania,543000.0,858796.0,1998,1999
Corey Benjamin,540000.0,854051.0,1998,1999
Eric Riley,537500.0,850097.0,1998,1999
Charles Shackleford,537500.0,850097.0,1998,1999
Mitchell Butler,537500.0,850097.0,1998,1999
Negele Knight,537500.0,850097.0,1998,1999
Nazr Mohammed,535000.0,846143.0,1998,1999
Eric Washington,520000.0,822419.0,1998,1999
Bruce Bowen,507000.0,801859.0,1998,1999
Craig Ehlo,504082.0,797244.0,1998,1999
Marcus Brown,500000.0,790788.0,1998,1999
Corliss Williamson,500000.0,790788.0,1998,1999
Gheorghe Muresan,475000.0,751248.0,1998,1999
Jeff Sanders,475000.0,751248.0,1998,1999
Anthony Miller,475000.0,751248.0,1998,1999
David Vaughn,450000.0,711709.0,1998,1999
Loren Meyer,450000.0,711709.0,1998,1999
Jamie Feick,425000.0,672170.0,1998,1999
Mark Hendrickson,425000.0,672170.0,1998,1999
Corey Beck,425000.0,672170.0,1998,1999
Ben Davis,425000.0,672170.0,1998,1999
Horacio Llamas Grey,425000.0,672170.0,1998,1999
Malik Rose,425000.0,672170.0,1998,1999
Reggie Slater,400000.0,632630.0,1998,1999
Mark Pope,382000.0,604162.0,1998,1999
Chris Robinson,375000.0,593091.0,1998,1999
Chris Crawford,350000.0,553551.0,1998,1999
William Cunningham,350000.0,553551.0,1998,1999
Rusty Larue,350000.0,553551.0,1998,1999
DeJuan Wheat,350000.0,553551.0,1998,1999
Adonis Jordan,350000.0,553551.0,1998,1999
Rick Brunson,350000.0,553551.0,1998,1999
Moochie Norris,350000.0,553551.0,1998,1999
Drew Barry,350000.0,553551.0,1998,1999
Marko Milic,350000.0,553551.0,1998,1999
Michael Hawkins,350000.0,553551.0,1998,1999
Andrew Gaze,350000.0,553551.0,1998,1999
Jeff McInnis,350000.0,553551.0,1998,1999
John Coker,350000.0,553551.0,1998,1999
Charles O'Bannon,320000.0,506104.0,1998,1999
Bubba Wells,312000.0,493451.0,1998,1999
Jerald Honeycutt,300000.0,474473.0,1998,1999
Jeffrey Sheppard,287500.0,454703.0,1998,1999
Damon Jones,287500.0,454703.0,1998,1999
Marlon Garnett,287500.0,454703.0,1998,1999
Brad Miller,287500.0,454703.0,1998,1999
Kornel David,287500.0,454703.0,1998,1999
Charles Jones,287500.0,454703.0,1998,1999
Cory Carr,287500.0,454703.0,1998,1999
Earl Boykins,287500.0,454703.0,1998,1999
Ryan Stack,287500.0,454703.0,1998,1999
Ansu Sesay,287500.0,454703.0,1998,1999
Bruno Sundov,287500.0,454703.0,1998,1999
Kelly McCarty,287500.0,454703.0,1998,1999
Korleone Young,287500.0,454703.0,1998,1999
Cuttino Mobley,287500.0,454703.0,1998,1999
Mate Skelin,287500.0,454703.0,1998,1999
Troy Hudson,287500.0,454703.0,1998,1999
Tyrone Nesby,287500.0,454703.0,1998,1999
Tyronn Lue,287500.0,454703.0,1998,1999
J.R. Henderson,287500.0,454703.0,1998,1999
Makhtar N'Diaye,287500.0,454703.0,1998,1999
Andrae Patterson,287500.0,454703.0,1998,1999
Trevor Winter,287500.0,454703.0,1998,1999
Jelani McCoy,287500.0,454703.0,1998,1999
Rashard Lewis,287500.0,454703.0,1998,1999
Jonathan Kerner,287500.0,454703.0,1998,1999
Miles Simon,287500.0,454703.0,1998,1999
Casey Shaw,287500.0,454703.0,1998,1999
Randy Livingston,287500.0,454703.0,1998,1999
Gerald Brown,287500.0,454703.0,1998,1999
Toby Bailey,287500.0,454703.0,1998,1999
Nikita Morgunov,287500.0,454703.0,1998,1999
Jerome James,287500.0,454703.0,1998,1999
Gerard King,287500.0,454703.0,1998,1999
Brandon Williams,287500.0,454703.0,1998,1999
Sean Marks,287500.0,454703.0,1998,1999
Paul Rogers,287500.0,454703.0,1998,1999
Randell Jackson,287500.0,454703.0,1998,1999
Shaquille O'Neal,17142858.0,26590718.0,1999,2000
Kevin Garnett,16806300.0,26068674.0,1999,2000
Alonzo Mourning,15004800.0,23274322.0,1999,2000
Patrick Ewing,15000000.0,23266877.0,1999,2000
Juwan Howard,15000000.0,23266877.0,1999,2000
Scottie Pippen,14795642.0,22949892.0,1999,2000
Hakeem Olajuwon,14302001.0,22184193.0,1999,2000
Karl Malone,14000000.0,21715752.0,1999,2000
Dikembe Mutombo,12820249.0,19885810.0,1999,2000
Jayson Williams,12375000.0,19195173.0,1999,2000
Rik Smits,12250000.0,19001283.0,1999,2000
Larry Johnson,11910714.0,18475008.0,1999,2000
David Robinson,11592683.0,17981702.0,1999,2000
Gary Payton,11020473.0,17094132.0,1999,2000
Chris Webber,11000000.0,17062376.0,1999,2000
John Stockton,11000000.0,17062376.0,1999,2000
Rasheed Wallace,10800000.0,16752151.0,1999,2000
Shawn Kemp,10780000.0,16721129.0,1999,2000
Damon Stoudamire,10125000.0,15705142.0,1999,2000
Mitch Richmond,10000000.0,15511251.0,1999,2000
Rod Strickland,10000000.0,15511251.0,1999,2000
Antonio McDyess,9900000.0,15356138.0,1999,2000
Arvydas Sabonis,9818481.0,15229692.0,1999,2000
Reggie Miller,9031850.0,14009529.0,1999,2000
Antoine Walker,9000000.0,13960126.0,1999,2000
Stephon Marbury,9000000.0,13960126.0,1999,2000
Zydrunas Ilgauskas,9000000.0,13960126.0,1999,2000
Charles Barkley,9000000.0,13960126.0,1999,2000
Kobe Bryant,9000000.0,13960126.0,1999,2000
Shareef Abdur-Rahim,9000000.0,13960126.0,1999,2000
Ray Allen,9000000.0,13960126.0,1999,2000
Latrell Sprewell,9000000.0,13960126.0,1999,2000
Vin Baker,9000000.0,13960126.0,1999,2000
Allen Iverson,9000000.0,13960126.0,1999,2000
Anfernee Hardaway,9000000.0,13960126.0,1999,2000
Vlade Divac,8837774.0,13708493.0,1999,2000
Bryant Reeves,8666666.0,13443083.0,1999,2000
Tom Gugliotta,8558535.0,13275358.0,1999,2000
Nick Van Exel,8354614.0,12959051.0,1999,2000
Allan Houston,8000000.0,12409001.0,1999,2000
Elden Campbell,7975000.0,12370223.0,1999,2000
Brian Grant,7680862.0,11913978.0,1999,2000
Shawn Bradley,7560000.0,11726506.0,1999,2000
Terrell Brandon,7400000.0,11478326.0,1999,2000
Derrick Coleman,7370000.0,11431792.0,1999,2000
Glenn Robinson,7250000.0,11245657.0,1999,2000
Michael Finley,7200000.0,11168101.0,1999,2000
Steve Smith,7200000.0,11168101.0,1999,2000
Kerry Kittles,7166666.0,11116395.0,1999,2000
Chris Dudley,7100000.0,11012988.0,1999,2000
Theo Ratliff,7031250.0,10906348.0,1999,2000
Glen Rice,7000000.0,10857876.0,1999,2000
Grant Hill,6939000.0,10763257.0,1999,2000
Matt Geiger,6889520.0,10686507.0,1999,2000
Jason Kidd,6858335.0,10638135.0,1999,2000
Danny Manning,6833333.0,10599354.0,1999,2000
Kenny Anderson,6680000.0,10361516.0,1999,2000
Tyrone Hill,6422400.0,9961946.0,1999,2000
Clifford Robinson,6125000.0,9500641.0,1999,2000
Christian Laettner,6062500.0,9403696.0,1999,2000
Horace Grant,5952381.0,9232887.0,1999,2000
Bison Dele,5770000.0,8949992.0,1999,2000
Kendall Gill,5600000.0,8686300.0,1999,2000
Jamal Mashburn,5600000.0,8686300.0,1999,2000
Steve Nash,5500000.0,8531188.0,1999,2000
Sean Elliott,5433333.0,8427779.0,1999,2000
Isaiah Rider,5410000.0,8391587.0,1999,2000
Alan Henderson,5318437.0,8249561.0,1999,2000
Will Perdue,5300000.0,8220963.0,1999,2000
Bryant Stith,5290000.0,8205452.0,1999,2000
Donyell Marshall,5250000.0,8143407.0,1999,2000
Marcus Camby,5250000.0,8143407.0,1999,2000
Charles Oakley,5236000.0,8121691.0,1999,2000
Greg Ostertag,5200000.0,8065850.0,1999,2000
Jeff Hornacek,5200000.0,8065850.0,1999,2000
Luc Longley,5175000.0,8027072.0,1999,2000
PJ Brown,5124800.0,7949206.0,1999,2000
Jermaine O'Neal,5075000.0,7871960.0,1999,2000
Nick Anderson,5051906.0,7836138.0,1999,2000
Erick Dampier,4988000.0,7737012.0,1999,2000
Wesley Person,4900000.0,7600513.0,1999,2000
Chris Gatling,4875200.0,7562045.0,1999,2000
Anthony Mason,4860100.0,7538623.0,1999,2000
Isaac Austin,4819451.0,7475571.0,1999,2000
Jim McIlvaine,4800000.0,7445400.0,1999,2000
Derrick McKey,4800000.0,7445400.0,1999,2000
Robert Horry,4800000.0,7445400.0,1999,2000
Tim Hardaway,4800000.0,7445400.0,1999,2000
Jerry Stackhouse,4781250.0,7416317.0,1999,2000
Charlie Ward,4540000.0,7042108.0,1999,2000
Toni Kukoc,4500000.0,6980063.0,1999,2000
Dale Davis,4490000.0,6964551.0,1999,2000
Lorenzen Wright,4400000.0,6824950.0,1999,2000
Chris Mills,4200000.0,6514725.0,1999,2000
Mookie Blaylock,4200000.0,6514725.0,1999,2000
