player,salary,adj_salary,year_start,year_end
Patrick Ewing,4250000.0,8434466.0,1990,1991
Hot Rod Williams,3785000.0,7511636.0,1990,1991
Hakeem Olajuwon,3175000.0,6301042.0,1990,1991
Charles Barkley,2900000.0,5755283.0,1990,1991
Chris Mullin,2850000.0,5656054.0,1990,1991
Isiah Thomas,2720000.0,5398058.0,1990,1991
Danny Ferry,2640000.0,5239292.0,1990,1991
Robert Parish,2500000.0,4961451.0,1990,1991
Michael Jordan,2500000.0,4961451.0,1990,1991
Moses Malone,2406000.0,4774900.0,1990,1991
Magic Johnson,2400000.0,4762993.0,1990,1991
Wayman Tisdale,2330000.0,4624072.0,1990,1991
Pervis Ellison,2300000.0,4564535.0,1990,1991
David Robinson,2265000.0,4495074.0,1990,1991
Karl Malone,2260000.0,4485151.0,1990,1991
Ralph Sampson,2250000.0,4465306.0,1990,1991
Danny Manning,2200000.0,4366076.0,1990,1991
Blair Rasmussen,2185000.0,4336308.0,1990,1991
Chuck Person,2150000.0,4266847.0,1990,1991
Derrick Coleman,2100000.0,4167618.0,1990,1991
Dominique Wilkins,2065000.0,4098158.0,1990,1991
Tom Chambers,2060000.0,4088235.0,1990,1991
Sam Bowie,2000000.0,3969160.0,1990,1991
LaSalle Thompson,2000000.0,3969160.0,1990,1991
Willie Burton,2000000.0,3969160.0,1990,1991
Terry Porter,2000000.0,3969160.0,1990,1991
John Stockton,2000000.0,3969160.0,1990,1991
Mark Eaton,2000000.0,3969160.0,1990,1991
Sam Perkins,1970000.0,3909623.0,1990,1991
Terry Cummings,1860000.0,3691319.0,1990,1991
Sean Elliott,1800000.0,3572244.0,1990,1991
Mark Jackson,1785000.0,3542476.0,1990,1991
Otis Thorpe,1760000.0,3492861.0,1990,1991
A.C. Green,1750000.0,3473015.0,1990,1991
Benoit Benjamin,1750000.0,3473015.0,1990,1991
Kevin Johnson,1750000.0,3473015.0,1990,1991
Kevin Duckworth,1710000.0,3393632.0,1990,1991
Alton Lister,1700000.0,3373786.0,1990,1991
Gary Payton,1685000.0,3344018.0,1990,1991
Mahmoud Abdul-Rauf,1660000.0,3294403.0,1990,1991
Mike Gminski,1650000.0,3274557.0,1990,1991
Rolando Blackman,1650000.0,3274557.0,1990,1991
James Worthy,1600000.0,3175328.0,1990,1991
Alec Kessler,1600000.0,3175328.0,1990,1991
Jack Sikma,1600000.0,3175328.0,1990,1991
Bernard King,1600000.0,3175328.0,1990,1991
Dennis Scott,1560000.0,3095945.0,1990,1991
Jon Koncak,1550000.0,3076099.0,1990,1991
Glen Rice,1550000.0,3076099.0,1990,1991
Buck Williams,1550000.0,3076099.0,1990,1991
Derek Harper,1519000.0,3014577.0,1990,1991
Fat Lever,1519000.0,3014577.0,1990,1991
Bill Laimbeer,1510000.0,2996716.0,1990,1991
Larry Bird,1500000.0,2976870.0,1990,1991
Kendall Gill,1500000.0,2976870.0,1990,1991
Alex English,1500000.0,2976870.0,1990,1991
Danny Schayes,1500000.0,2976870.0,1990,1991
Johnny Dawkins,1500000.0,2976870.0,1990,1991
Kevin McHale,1400000.0,2778412.0,1990,1991
Mark Price,1400000.0,2778412.0,1990,1991
Vinnie Johnson,1400000.0,2778412.0,1990,1991
Sleepy Floyd,1400000.0,2778412.0,1990,1991
Xavier McDaniel,1400000.0,2778412.0,1990,1991
Greg Anderson,1365000.0,2708952.0,1990,1991
Ron Harper,1365000.0,2708952.0,1990,1991
Rik Smits,1350000.0,2679183.0,1990,1991
Rick Mahorn,1330000.0,2639491.0,1990,1991
Brad Daugherty,1320000.0,2619646.0,1990,1991
Manute Bol,1300000.0,2579954.0,1990,1991
Brad Lohaus,1275000.0,2530340.0,1990,1991
Sarunas Marciulionis,1270000.0,2520417.0,1990,1991
Larry Nance,1260000.0,2500571.0,1990,1991
Roy Hinson,1250000.0,2480725.0,1990,1991
J.R. Reid,1250000.0,2480725.0,1990,1991
Dale Ellis,1250000.0,2480725.0,1990,1991
Jim Petersen,1235000.0,2450956.0,1990,1991
Brian Shaw,1212000.0,2405311.0,1990,1991
Drazen Petrovic,1200000.0,2381496.0,1990,1991
Johnny Newman,1200000.0,2381496.0,1990,1991
Tony Campbell,1200000.0,2381496.0,1990,1991
Armen Gilliam,1200000.0,2381496.0,1990,1991
Clyde Drexler,1180000.0,2341804.0,1990,1991
Detlef Schrempf,1160000.0,2302113.0,1990,1991
Randy Breuer,1150000.0,2282267.0,1990,1991
Mark Aguirre,1115000.0,2212807.0,1990,1991
Bill Cartwright,1100000.0,2183038.0,1990,1991
Byron Scott,1100000.0,2183038.0,1990,1991
Ricky Pierce,1100000.0,2183038.0,1990,1991
Jeff Hornacek,1100000.0,2183038.0,1990,1991
Wayne Cooper,1100000.0,2183038.0,1990,1991
Terry Catledge,1085000.0,2153269.0,1990,1991
Felton Spencer,1070000.0,2123501.0,1990,1991
Ken Norman,1050000.0,2083809.0,1990,1991
Charles Oakley,1050000.0,2083809.0,1990,1991
Joe Dumars,1035000.0,2054040.0,1990,1991
Kiki Vandeweghe,1025000.0,2034194.0,1990,1991
Kelly Tripucka,1000000.0,1984580.0,1990,1991
Horace Grant,1000000.0,1984580.0,1990,1991
Stacey King,1000000.0,1984580.0,1990,1991
Herb Williams,1000000.0,1984580.0,1990,1991
Tyrone Hill,1000000.0,1984580.0,1990,1991
Charles Smith,1000000.0,1984580.0,1990,1991
Maurice Cheeks,1000000.0,1984580.0,1990,1991
Eddie Johnson,1000000.0,1984580.0,1990,1991
Hersey Hawkins,1000000.0,1984580.0,1990,1991
Thurl Bailey,1000000.0,1984580.0,1990,1991
John Williams,1000000.0,1984580.0,1990,1991
Joe Wolf,990000.0,1964734.0,1990,1991
Rodney McCray,985000.0,1954811.0,1990,1991
Sam Vincent,980000.0,1944888.0,1990,1991
Derrick McKey,962000.0,1909166.0,1990,1991
Chris Dudley,950000.0,1885351.0,1990,1991
Bo Kimble,950000.0,1885351.0,1990,1991
George McCloud,940000.0,1865505.0,1990,1991
James Edwards,935000.0,1855582.0,1990,1991
Lionel Simmons,930000.0,1845659.0,1990,1991
Craig Ehlo,925000.0,1835736.0,1990,1991
Dennis Hopson,915000.0,1815891.0,1990,1991
Jeff Malone,915000.0,1815891.0,1990,1991
Michael Cage,910000.0,1805968.0,1990,1991
Frank Brickowski,905000.0,1796045.0,1990,1991
Dell Curry,900000.0,1786122.0,1990,1991
Lester Conner,900000.0,1786122.0,1990,1991
Kurt Rambis,900000.0,1786122.0,1990,1991
Walter Davis,900000.0,1786122.0,1990,1991
Paul Pressey,900000.0,1786122.0,1990,1991
Doc Rivers,895000.0,1776199.0,1990,1991
James Donaldson,880000.0,1746430.0,1990,1991
Dennis Rodman,880000.0,1746430.0,1990,1991
Kenny Walker,875000.0,1736507.0,1990,1991
Mark West,875000.0,1736507.0,1990,1991
Alvin Robertson,870000.0,1726584.0,1990,1991
Joe Kleine,850000.0,1686893.0,1990,1991
William Bedford,850000.0,1686893.0,1990,1991
Mitch Richmond,850000.0,1686893.0,1990,1991
Darrell Griffith,850000.0,1686893.0,1990,1991
Sidney Green,837000.0,1661093.0,1990,1991
Trent Tucker,835000.0,1657124.0,1990,1991
Tyrone Corbin,830000.0,1647201.0,1990,1991
Michael Adams,825000.0,1637278.0,1990,1991
Loy Vaught,825000.0,1637278.0,1990,1991
Muggsy Bogues,805000.0,1597587.0,1990,1991
Orlando Woolridge,805000.0,1597587.0,1990,1991
Rumeal Robinson,800000.0,1587664.0,1990,1991
Tree Rollins,800000.0,1587664.0,1990,1991
Larry Smith,800000.0,1587664.0,1990,1991
Travis Mays,800000.0,1587664.0,1990,1991
Tom Hammonds,800000.0,1587664.0,1990,1991
Tim McCormick,775000.0,1538049.0,1990,1991
Vlade Divac,770000.0,1528126.0,1990,1991
Reggie Theus,765000.0,1518204.0,1990,1991
Scottie Pippen,765000.0,1518204.0,1990,1991
Roy Tarpley,765000.0,1518204.0,1990,1991
Mike Sanders,760000.0,1508281.0,1990,1991
Rony Seikaly,755000.0,1498358.0,1990,1991
Ed Pinckney,750000.0,1488435.0,1990,1991
Chris Morris,750000.0,1488435.0,1990,1991
Cliff Levingston,750000.0,1488435.0,1990,1991
David Wingate,750000.0,1488435.0,1990,1991
Randy White,730000.0,1448743.0,1990,1991
Gerald Wilkins,725000.0,1438820.0,1990,1991
Nick Anderson,725000.0,1438820.0,1990,1991
Danny Ainge,725000.0,1438820.0,1990,1991
Willie Anderson,725000.0,1438820.0,1990,1991
Kenny Smith,700000.0,1389206.0,1990,1991
Bill Wennington,700000.0,1389206.0,1990,1991
Fred Roberts,690000.0,1369360.0,1990,1991
Kevin Willis,685000.0,1359437.0,1990,1991
Rex Chapman,675000.0,1339591.0,1990,1991
Buck Johnson,675000.0,1339591.0,1990,1991
Tim Perry,675000.0,1339591.0,1990,1991
Charles Jones,675000.0,1339591.0,1990,1991
Vern Fleming,667000.0,1323715.0,1990,1991
Nate McMillan,658000.0,1305853.0,1990,1991
Reggie Miller,654000.0,1297915.0,1990,1991
Alexander Volkov,650000.0,1289977.0,1990,1991
Dave Jamerson,650000.0,1289977.0,1990,1991
Jay Humphries,650000.0,1289977.0,1990,1991
Sedale Threatt,650000.0,1289977.0,1990,1991
Duane Causwell,650000.0,1289977.0,1990,1991
Dave Greenwood,650000.0,1289977.0,1990,1991
Mike Brown,650000.0,1289977.0,1990,1991
Chucky Brown,630000.0,1250285.0,1990,1991
Mychal Thompson,615000.0,1220516.0,1990,1991
Pooh Richardson,615000.0,1220516.0,1990,1991
Antoine Carr,610000.0,1210594.0,1990,1991
Darrell Walker,610000.0,1210594.0,1990,1991
Jeff Grayer,605000.0,1200671.0,1990,1991
Larry Krystkowiak,605000.0,1200671.0,1990,1991
Ledell Eackles,605000.0,1200671.0,1990,1991
Terry Mills,600000.0,1190748.0,1990,1991
Craig Hodges,600000.0,1190748.0,1990,1991
Brad Davis,600000.0,1190748.0,1990,1991
Olden Polynice,600000.0,1190748.0,1990,1991
Andrew Lang,600000.0,1190748.0,1990,1991
John Battle,590000.0,1170902.0,1990,1991
Tod Murphy,590000.0,1170902.0,1990,1991
John Salley,575000.0,1141133.0,1990,1991
Elden Campbell,575000.0,1141133.0,1990,1991
Gerald Glass,575000.0,1141133.0,1990,1991
Todd Lichti,565000.0,1121287.0,1990,1991
Jerrod Mustaf,565000.0,1121287.0,1990,1991
John Bagley,550000.0,1091519.0,1990,1991
Larry Drew,550000.0,1091519.0,1990,1991
Terry Teagle,550000.0,1091519.0,1990,1991
Ed Nealy,550000.0,1091519.0,1990,1991
Jerome Kersey,550000.0,1091519.0,1990,1991
Bob Hansen,550000.0,1091519.0,1990,1991
Steve Kerr,548000.0,1087550.0,1990,1991
Dee Brown,547000.0,1085565.0,1990,1991
Gary Grant,530000.0,1051827.0,1990,1991
Michael Smith,525000.0,1041904.0,1990,1991
Mookie Blaylock,525000.0,1041904.0,1990,1991
Derrick Chievous,525000.0,1041904.0,1990,1991
Winston Bennett,525000.0,1041904.0,1990,1991
Dwayne Schintzius,520000.0,1031981.0,1990,1991
Sidney Moncrief,510000.0,1012136.0,1990,1991
Spud Webb,510000.0,1012136.0,1990,1991
Bill Hanzlik,510000.0,1012136.0,1990,1991
Les Jepsen,505000.0,1002213.0,1990,1991
Jerome Lane,500000.0,992290.0,1990,1991
Tim Hardaway,500000.0,992290.0,1990,1991
Rod Higgins,500000.0,992290.0,1990,1991
Randy Wittman,500000.0,992290.0,1990,1991
Sam Mitchell,500000.0,992290.0,1990,1991
Dana Barros,500000.0,992290.0,1990,1991
Jayson Williams,500000.0,992290.0,1990,1991
Mark Alarie,500000.0,992290.0,1990,1991
Eric Leckner,485000.0,962521.0,1990,1991
Greg Kite,480000.0,952598.0,1990,1991
Harvey Grant,475000.0,942675.0,1990,1991
Negele Knight,468000.0,928783.0,1990,1991
Brian Oliver,455000.0,902984.0,1990,1991
Will Perdue,450000.0,893061.0,1990,1991
Scott Hastings,450000.0,893061.0,1990,1991
Winston Garland,450000.0,893061.0,1990,1991
Jerry Reynolds,450000.0,893061.0,1990,1991
Otis Smith,450000.0,893061.0,1990,1991
Danny Young,450000.0,893061.0,1990,1991
Mark Acres,437000.0,867261.0,1990,1991
Dan Majerle,430000.0,853369.0,1990,1991
BJ Armstrong,425000.0,843446.0,1990,1991
Kevin Edwards,425000.0,843446.0,1990,1991
Quintin Dailey,425000.0,843446.0,1990,1991
Ron Anderson,425000.0,843446.0,1990,1991
Tate George,410000.0,813677.0,1990,1991
Jeff Turner,410000.0,813677.0,1990,1991
Scott Skiles,408000.0,809708.0,1990,1991
Tom Tolbert,405000.0,803755.0,1990,1991
Mark Bryant,405000.0,803755.0,1990,1991
Reggie Lewis,400000.0,793832.0,1990,1991
Ken Bannister,400000.0,793832.0,1990,1991
Billy Thompson,400000.0,793832.0,1990,1991
Adrian Dantley,400000.0,793832.0,1990,1991
Eddie Lee Wilkins,400000.0,793832.0,1990,1991
Dave Hoppen,400000.0,793832.0,1990,1991
Kenny Payne,400000.0,793832.0,1990,1991
Rod Strickland,400000.0,793832.0,1990,1991
Alaa Abdelnaby,395000.0,783909.0,1990,1991
John Paxson,385000.0,764063.0,1990,1991
Kevin Gamble,375000.0,744217.0,1990,1991
Byron Irvin,375000.0,744217.0,1990,1991
Anthony Cook,370000.0,734294.0,1990,1991
Lance Blanks,365000.0,724371.0,1990,1991
Jack Haley,360000.0,714448.0,1990,1991
Brian Quinnett,360000.0,714448.0,1990,1991
Blue Edwards,360000.0,714448.0,1990,1991
Kenny Gattison,355000.0,704526.0,1990,1991
John Morton,350000.0,694603.0,1990,1991
Kenny Battle,350000.0,694603.0,1990,1991
Shawn Kemp,350000.0,694603.0,1990,1991
Joe Barry Carroll,350000.0,694603.0,1990,1991
Morlon Wiley,347000.0,688649.0,1990,1991
Tom Garrick,340000.0,674757.0,1990,1991
Jon Sundvold,335000.0,664834.0,1990,1991
Bob Thornton,335000.0,664834.0,1990,1991
Micheal Williams,325000.0,644988.0,1990,1991
Mike Smrek,325000.0,644988.0,1990,1991
Sherman Douglas,325000.0,644988.0,1990,1991
Randolph Keys,322000.0,639034.0,1990,1991
Derek Smith,315000.0,625142.0,1990,1991
David Wood,300000.0,595374.0,1990,1991
Greg Dreiling,300000.0,595374.0,1990,1991
Grant Long,300000.0,595374.0,1990,1991
Greg Grant,300000.0,595374.0,1990,1991
Dave Corzine,300000.0,595374.0,1990,1991
Scott Meents,300000.0,595374.0,1990,1991
Rory Sparrow,300000.0,595374.0,1990,1991
Steve Colter,300000.0,595374.0,1990,1991
Scott Brooks,295000.0,585451.0,1990,1991
Bimbo Coles,290000.0,575528.0,1990,1991
Adrian Caldwell,275000.0,545759.0,1990,1991
Dave Feitl,275000.0,545759.0,1990,1991
A.J. English,275000.0,545759.0,1990,1991
Greg Foster,275000.0,545759.0,1990,1991
Steve Alford,250000.0,496145.0,1990,1991
Vernon Maxwell,250000.0,496145.0,1990,1991
Terry Davis,250000.0,496145.0,1990,1991
Cliff Robinson,250000.0,496145.0,1990,1991
Doug West,230000.0,456453.0,1990,1991
Jud Buechler,225000.0,446530.0,1990,1991
Frank Kornet,225000.0,446530.0,1990,1991
Walter Palmer,225000.0,446530.0,1990,1991
Stojko Vrankovic,222000.0,440576.0,1990,1991
Delaney Rudd,215000.0,426684.0,1990,1991
Marcus Liberty,210000.0,416761.0,1990,1991
Jeff Martin,210000.0,416761.0,1990,1991
Gary Leonard,200000.0,396916.0,1990,1991
Steve Scheffler,200000.0,396916.0,1990,1991
Milos Babic,200000.0,396916.0,1990,1991
Michael Ansley,200000.0,396916.0,1990,1991
Kevin Pritchard,185000.0,367147.0,1990,1991
Kenny Williams,175000.0,347301.0,1990,1991
Cedric Ceballos,175000.0,347301.0,1990,1991
Derrick Gervin,155000.0,307609.0,1990,1991
Scott Williams,150000.0,297687.0,1990,1991
John Shasky,150000.0,297687.0,1990,1991
John Long,150000.0,297687.0,1990,1991
Keith Askins,150000.0,297687.0,1990,1991
Richard Coffey,150000.0,297687.0,1990,1991
Sean Higgins,150000.0,297687.0,1990,1991
Tony Massenburg,150000.0,297687.0,1990,1991
Alan Ogg,130000.0,257995.0,1990,1991
Ian Lockhart,130000.0,257995.0,1990,1991
Duane Ferrell,125000.0,248072.0,1990,1991
Gerald Henderson,125000.0,248072.0,1990,1991
Rick Calloway,125000.0,248072.0,1990,1991
Kurk Lee,120000.0,238149.0,1990,1991
Gerald Paddio,120000.0,238149.0,1990,1991
Matt Bullard,120000.0,238149.0,1990,1991
Kennard Winchester,120000.0,238149.0,1990,1991
Tony Smith,120000.0,238149.0,1990,1991
Irving Thomas,120000.0,238149.0,1990,1991
Steve Henson,120000.0,238149.0,1990,1991
John Starks,120000.0,238149.0,1990,1991
Rickey Green,120000.0,238149.0,1990,1991
Andy Toolson,120000.0,238149.0,1990,1991
Haywoode Workman,120000.0,238149.0,1990,1991
Jim Grandholm,115000.0,228226.0,1990,1991
Andre Turner,110000.0,218303.0,1990,1991
Darnell Valentine,100000.0,198458.0,1990,1991
Paul Mokeski,100000.0,198458.0,1990,1991
Dave Popson,80000.0,158766.0,1990,1991
Scott Haffner,75000.0,148843.0,1990,1991
Henry James,75000.0,148843.0,1990,1991
Mario Elie,50000.0,99229.0,1990,1991
Avery Johnson,50000.0,99229.0,1990,1991
Alan Bannister,50000.0,99229.0,1990,1991
Tony Brown,50000.0,99229.0,1990,1991
A.J. Wynder,30000.0,59537.0,1990,1991
Kelvin Upshaw,30000.0,59537.0,1990,1991
Anthony Frederick,30000.0,59537.0,1990,1991
Larry Bird,7070000.0,13401652.0,1991,1992
Hot Rod Williams,3786000.0,7176613.0,1991,1992
Kevin McHale,3500000.0,6634481.0,1991,1992
Reggie Lewis,3340000.0,6331191.0,1991,1992
Michael Jordan,3250000.0,6160590.0,1991,1992
Reggie Miller,3211000.0,6086662.0,1991,1992
Charles Barkley,3200000.0,6065811.0,1991,1992
Hakeem Olajuwon,3170000.0,6008944.0,1991,1992
Patrick Ewing,3139000.0,5950182.0,1991,1992
Dominique Wilkins,3100000.0,5876255.0,1991,1992
Robert Parish,3000000.0,5686698.0,1991,1992
Isiah Thomas,2960000.0,5610875.0,1991,1992
Benoit Benjamin,2875000.0,5449752.0,1991,1992
Chris Mullin,2844000.0,5390990.0,1991,1992
Danny Ferry,2843000.0,5389094.0,1991,1992
Scottie Pippen,2770000.0,5250718.0,1991,1992
Ralph Sampson,2685000.0,5089595.0,1991,1992
Karl Malone,2556000.0,4845067.0,1991,1992
Bernard King,2525000.0,4786304.0,1991,1992
Sam Perkins,2507000.0,4752184.0,1991,1992
Magic Johnson,2500000.0,4738915.0,1991,1992
Wayman Tisdale,2333000.0,4422355.0,1991,1992
Derrick Coleman,2300000.0,4359802.0,1991,1992
Danny Manning,2300000.0,4359802.0,1991,1992
Pervis Ellison,2300000.0,4359802.0,1991,1992
Tom Chambers,2275000.0,4312413.0,1991,1992
Steve Smith,2250000.0,4265023.0,1991,1992
Brad Daugherty,2245000.0,4255546.0,1991,1992
David Robinson,2240000.0,4246068.0,1991,1992
Chuck Person,2156000.0,4086840.0,1991,1992
John Stockton,2100000.0,3980688.0,1991,1992
Kevin Duckworth,2013000.0,3815774.0,1991,1992
Mahmoud Abdul-Rauf,2008000.0,3806296.0,1991,1992
Dikembe Mutombo,2005000.0,3800610.0,1991,1992
Rony Seikaly,2002000.0,3794923.0,1991,1992
Jon Koncak,2000000.0,3791132.0,1991,1992
Sam Bowie,2000000.0,3791132.0,1991,1992
Bill Cartwright,2000000.0,3791132.0,1991,1992
John Salley,2000000.0,3791132.0,1991,1992
LaSalle Thompson,2000000.0,3791132.0,1991,1992
Dennis Scott,1980000.0,3753221.0,1991,1992
Larry Johnson,1955000.0,3705831.0,1991,1992
Kevin Johnson,1950000.0,3696354.0,1991,1992
Scott Skiles,1925000.0,3648964.0,1991,1992
Rolando Blackman,1920000.0,3639487.0,1991,1992
Kendall Gill,1908000.0,3616740.0,1991,1992
Gary Payton,1883000.0,3569351.0,1991,1992
Terry Cummings,1861000.0,3527648.0,1991,1992
Mike Gminski,1850000.0,3506797.0,1991,1992
Kenny Anderson,1828000.0,3465094.0,1991,1992
Mychal Thompson,1807000.0,3425288.0,1991,1992
Sean Elliott,1802000.0,3415810.0,1991,1992
Terry Porter,1787000.0,3387376.0,1991,1992
Otis Thorpe,1786000.0,3385481.0,1991,1992
Horace Grant,1750000.0,3317240.0,1991,1992
A.C. Green,1750000.0,3317240.0,1991,1992
James Worthy,1750000.0,3317240.0,1991,1992
Ricky Pierce,1750000.0,3317240.0,1991,1992
Derek Harper,1725000.0,3269851.0,1991,1992
Johnny Dawkins,1700000.0,3222462.0,1991,1992
Buck Williams,1700000.0,3222462.0,1991,1992
Ron Harper,1650000.0,3127684.0,1991,1992
Kenny Smith,1633000.0,3095459.0,1991,1992
Xavier McDaniel,1625000.0,3080295.0,1991,1992
Fat Lever,1619000.0,3068921.0,1991,1992
John Paxson,1600000.0,3032905.0,1991,1992
Danny Schayes,1600000.0,3032905.0,1991,1992
Moses Malone,1600000.0,3032905.0,1991,1992
Luc Longley,1590000.0,3013950.0,1991,1992
Vinnie Johnson,1580000.0,2994993.0,1991,1992
Jeff Malone,1580000.0,2994994.0,1991,1992
Blair Rasmussen,1558000.0,2953292.0,1991,1992
Mark Price,1520000.0,2881260.0,1991,1992
Billy Owens,1509000.0,2860409.0,1991,1992
Doug Smith,1500000.0,2843349.0,1991,1992
Sleepy Floyd,1500000.0,2843349.0,1991,1992
Greg Anderson,1465000.0,2777004.0,1991,1992
Jeff Hornacek,1428000.0,2706868.0,1991,1992
Willie Burton,1402000.0,2657583.0,1991,1992
Kevin Gamble,1400000.0,2653792.0,1991,1992
Michael Cage,1390000.0,2634836.0,1991,1992
Terry Catledge,1386000.0,2627254.0,1991,1992
Clyde Drexler,1378000.0,2612090.0,1991,1992
Brad Lohaus,1377000.0,2610194.0,1991,1992
Drazen Petrovic,1375000.0,2606403.0,1991,1992
Bill Laimbeer,1369000.0,2595030.0,1991,1992
Larry Nance,1363000.0,2583656.0,1991,1992
Cliff Levingston,1350000.0,2559014.0,1991,1992
Rik Smits,1350000.0,2559014.0,1991,1992
Armen Gilliam,1350000.0,2559014.0,1991,1992
Manute Bol,1350000.0,2559014.0,1991,1992
Felton Spencer,1340000.0,2540058.0,1991,1992
Alton Lister,1333000.0,2526789.0,1991,1992
Mark Eaton,1333000.0,2526789.0,1991,1992
Charles Shackleford,1332000.0,2524894.0,1991,1992
Brian Shaw,1313000.0,2488878.0,1991,1992
Michael Adams,1309000.0,2481296.0,1991,1992
Glen Rice,1302000.0,2468027.0,1991,1992
Dale Ellis,1300000.0,2464236.0,1991,1992
Jerry Reynolds,1300000.0,2464236.0,1991,1992
Joe Dumars,1295000.0,2454758.0,1991,1992
Lionel Simmons,1289000.0,2443384.0,1991,1992
Detlef Schrempf,1278000.0,2422533.0,1991,1992
Sarunas Marciulionis,1267000.0,2401682.0,1991,1992
Antoine Carr,1263000.0,2394100.0,1991,1992
Sam Vincent,1260000.0,2388413.0,1991,1992
J.R. Reid,1250000.0,2369457.0,1991,1992
Sherman Douglas,1250000.0,2369457.0,1991,1992
Randy Breuer,1250000.0,2369457.0,1991,1992
Mark Jackson,1250000.0,2369457.0,1991,1992
Mark Aguirre,1232000.0,2335337.0,1991,1992
Walter Davis,1215000.0,2303112.0,1991,1992
Johnny Newman,1206000.0,2286052.0,1991,1992
Tyrone Hill,1200000.0,2274679.0,1991,1992
Wayne Cooper,1200000.0,2274679.0,1991,1992
Doc Rivers,1195000.0,2265201.0,1991,1992
Herb Williams,1183000.0,2242454.0,1991,1992
Tony Campbell,1183000.0,2242454.0,1991,1992
Mike Brown,1175000.0,2227290.0,1991,1992
Ken Norman,1150000.0,2179901.0,1991,1992
Bo Kimble,1150000.0,2179901.0,1991,1992
Alec Kessler,1122000.0,2126825.0,1991,1992
Derrick McKey,1112000.0,2107869.0,1991,1992
Stacey King,1100000.0,2085122.0,1991,1992
Byron Scott,1100000.0,2085122.0,1991,1992
John Williams,1100000.0,2085122.0,1991,1992
Dennis Rodman,1075000.0,2037733.0,1991,1992
Sidney Green,1063000.0,2014986.0,1991,1992
Frank Brickowski,1055000.0,1999822.0,1991,1992
Charles Smith,1050000.0,1990344.0,1991,1992
Charles Oakley,1050000.0,1990344.0,1991,1992
Eddie Johnson,1050000.0,1990344.0,1991,1992
Alvin Robertson,1033000.0,1958119.0,1991,1992
Rumeal Robinson,1025000.0,1942955.0,1991,1992
Rodney McCray,1025000.0,1942955.0,1991,1992
Kiki Vandeweghe,1020000.0,1933477.0,1991,1992
Dell Curry,1006000.0,1906939.0,1991,1992
Maurice Cheeks,1000000.0,1895566.0,1991,1992
Travis Mays,1000000.0,1895566.0,1991,1992
Chris Dudley,1000000.0,1895566.0,1991,1992
Loy Vaught,1000000.0,1895566.0,1991,1992
Thurl Bailey,1000000.0,1895566.0,1991,1992
Ron Anderson,1000000.0,1895566.0,1991,1992
Paul Pressey,1000000.0,1895566.0,1991,1992
Larry Smith,997000.0,1889879.0,1991,1992
George McCloud,990000.0,1876610.0,1991,1992
Mark West,975000.0,1848177.0,1991,1992
Mark Macon,970000.0,1838699.0,1991,1992
Orlando Woolridge,957000.0,1814056.0,1991,1992
Joe Kleine,950000.0,1800787.0,1991,1992
Jeff Grayer,950000.0,1800787.0,1991,1992
Kurt Rambis,950000.0,1800787.0,1991,1992
Dennis Hopson,950000.0,1800787.0,1991,1992
Mitch Richmond,950000.0,1800787.0,1991,1992
Roy Hinson,943000.0,1787518.0,1991,1992
Vlade Divac,942000.0,1785623.0,1991,1992
Rex Chapman,940000.0,1781832.0,1991,1992
Jim Petersen,936000.0,1774249.0,1991,1992
James Edwards,933000.0,1768563.0,1991,1992
Gary Grant,928000.0,1759085.0,1991,1992
Craig Ehlo,925000.0,1753398.0,1991,1992
Joe Barry Carroll,925000.0,1753398.0,1991,1992
Tyrone Corbin,922000.0,1747712.0,1991,1992
Muggsy Bogues,906000.0,1717382.0,1991,1992
Ed Pinckney,900000.0,1706009.0,1991,1992
William Bedford,900000.0,1706009.0,1991,1992
Lester Conner,900000.0,1706009.0,1991,1992
James Donaldson,880000.0,1668098.0,1991,1992
Stacey Augmon,875000.0,1658620.0,1991,1992
Greg Anthony,865000.0,1639664.0,1991,1992
Mike Sanders,860000.0,1630186.0,1991,1992
Randy White,855000.0,1620709.0,1991,1992
Terry Mills,850000.0,1611231.0,1991,1992
Darrell Griffith,850000.0,1611231.0,1991,1992
Dave Jamerson,840000.0,1592275.0,1991,1992
Tim McCormick,825000.0,1563842.0,1991,1992
Tom Hammonds,825000.0,1563842.0,1991,1992
Duane Causwell,820000.0,1554364.0,1991,1992
Trent Tucker,813000.0,1541095.0,1991,1992
Hersey Hawkins,805000.0,1525930.0,1991,1992
Gerald Wilkins,795000.0,1506975.0,1991,1992
Fred Roberts,791000.0,1499392.0,1991,1992
Ledell Eackles,780000.0,1478541.0,1991,1992
Bison Dele,777000.0,1472854.0,1991,1992
Buck Johnson,775000.0,1469063.0,1991,1992
Willie Anderson,775000.0,1469063.0,1991,1992
Joe Wolf,763000.0,1446316.0,1991,1992
Vern Fleming,760000.0,1440630.0,1991,1992
Jay Humphries,760000.0,1440630.0,1991,1992
Pooh Richardson,760000.0,1440630.0,1991,1992
Tod Murphy,760000.0,1440630.0,1991,1992
Victor Alexander,750000.0,1421674.0,1991,1992
Olden Polynice,750000.0,1421674.0,1991,1992
Nick Anderson,750000.0,1421674.0,1991,1992
Charles Jones,750000.0,1421674.0,1991,1992
Jerrod Mustaf,735000.0,1393241.0,1991,1992
Nate McMillan,733000.0,1389450.0,1991,1992
Kevin Willis,725000.0,1374285.0,1991,1992
